video_id,video_title,channel,source_step,source_step_name,source_position,status,privacy_status,embeddable,upload_status,api_title
dOWIKPLs7tU,Multiplying and Dividing Powers with the Same Base,Victoria_Huel,Year 10_14-15_Autumn_Foundation_Algebraic manipulation_4_Addition and subtraction laws for indices,Addition and subtraction laws for indices,current_2,available,public,True,processed,Multiplying and Dividing Powers with the Same Base
sEi5IMQZdts,Equations with Indices,1st_Class_Maths,Year 10_14-15_Autumn_Foundation_Algebraic manipulation_4_Addition and subtraction laws for indices,Addition and subtraction laws for indices,current_3,available,public,True,processed,Equations with Indices
tHCM6qNdVSc,GCSE Maths - How to Multiply and Divide Numbers With Powers (Powers Part 2/6) (2026/27 exams),Cognito,Year 10_14-15_Autumn_Foundation_Algebraic manipulation_5_Powers of powers,Powers of powers,current_1,available,public,True,processed,GCSE Maths - How to Multiply and Divide Numbers With Powers (Powers Part 2/6) (2026/27 exams)
CnfHRaPbb6s,Power of a Power – Raise a Power to Another Power,Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Algebraic manipulation_5_Powers of powers,Powers of powers,current_2,available,public,True,processed,Power of a Power – Raise a Power to Another Power
qs0x66WUQRY,Equations with Indices Exam Question Solutions,1st_Class_Maths,Year 10_14-15_Autumn_Foundation_Algebraic manipulation_5_Powers of powers,Powers of powers,current_3,available,public,True,processed,Equations with Indices Exam Question Solutions
813YPh2SSnw,GCSE Maths - How to Expand Single Brackets (2026/27 exams),Cognito,Year 10_14-15_Autumn_Foundation_Algebraic manipulation_6_Expand a single bracket,Expand a single bracket,current_1,available,public,True,processed,GCSE Maths - How to Expand Single Brackets (2026/27 exams)
oZsXSZy0Hrc,Learn to Expand Single Brackets Fast!,Maths_with_Mrs_B,Year 10_14-15_Autumn_Foundation_Algebraic manipulation_6_Expand a single bracket,Expand a single bracket,current_2,available,public,True,processed,Learn to Expand Single Brackets Fast!
QXE8W-AD8pw,Expanding & Simplifying Single Brackets - Tutorial / Revision,Me_vs_Maths,Year 10_14-15_Autumn_Foundation_Algebraic manipulation_6_Expand a single bracket,Expand a single bracket,current_3,available,public,True,processed,Expanding & Simplifying Single Brackets - Tutorial / Revision
Cep2xcNQSVs,GCSE Maths - How to Factorise an Expression into a Bracket (2026/27 exams),Cognito,Year 10_14-15_Autumn_Foundation_Algebraic manipulation_7_Factorise into a single bracket,Factorise into a single bracket,current_1,available,public,True,processed,GCSE Maths - How to Factorise an Expression into a Bracket (2026/27 exams)
Ly6v3nTEpXU,Factorising to Single Brackets Made Simple,Maths_with_Mrs_B,Year 10_14-15_Autumn_Foundation_Algebraic manipulation_7_Factorise into a single bracket,Factorise into a single bracket,current_2,available,public,True,processed,Factorising to Single Brackets Made Simple
1jqfVQ7HWKM,yr 9 factoring into brackets,RangiRogo,Year 10_14-15_Autumn_Foundation_Algebraic manipulation_7_Factorise into a single bracket,Factorise into a single bracket,current_3,available,public,True,processed,yr 9 factoring into brackets
is7Bp4ZqzU0,Model & Solve Two Step Equations THREE Ways | 7.EE.B.4.a 💚,The_Magic_of_Math,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_1_Solve equations,Solve equations,current_1,available,public,True,processed,Model & Solve Two Step Equations THREE Ways | Grade 7 Math | 7.EE.B.4.a 💚
UXo12SK4KCU,How to Solve Two-Step Equations for Teens,Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_1_Solve equations,Solve equations,current_2,available,public,True,processed,How to Solve Two-Step Equations for Teens
wVtyOmLCso4,How to Solve One-Step Equations (Step-by-Step Examples),Math_with_Mr._J,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_1_Solve equations,Solve equations,current_3,available,public,True,processed,How to Solve One-Step Equations (Step-by-Step) | Math with Mr. J
o-saJtp7MoU,Working With Variables on Both Sides - Solving Equations With Negative and Fraction Coefficients,Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_2_Solve fractional equations,Solve fractional equations,current_1,available,public,True,processed,Working With Variables on Both Sides - Solving Equations With Negative and Fraction Coefficients
6S3iEQ0bFY8,"Equations with fractions, part 1 (7th grade math/prealgebra)",Maths_4_Kids,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_2_Solve fractional equations,Solve fractional equations,current_2,available,public,True,processed,"Equations with fractions, part 1 (7th grade math/prealgebra)"
LDIiYKYvvdA,Algebra Basics: Solving 2-Step Equations - Math Antics,mathantics,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_2_Solve fractional equations,Solve fractional equations,current_3,available,public,True,processed,Algebra Basics: Solving 2-Step Equations - Math Antics
ai561NnORAQ,Explain EACH Step to Solving an Equation | A-REI.A.1 🖤💙,The_Magic_of_Math,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_3_Solve equations with unknowns on both sides,Solve equations with unknowns on both sides,current_1,available,public,True,processed,Explain EACH Step to Solving an Equation | A-REI.A.1 🖤💙
AXClN83islU,Equations with Variables on Both Sides,Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_3_Solve equations with unknowns on both sides,Solve equations with unknowns on both sides,current_2,available,public,True,processed,Equations with Variables on Both Sides
hFXEoNWXZ38,"Algebra I #3.5a, Variables on both sides of the equation",JoAnn's_School,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_3_Solve equations with unknowns on both sides,Solve equations with unknowns on both sides,current_3,available,public,True,processed,"Algebra I #3.5a, Variables on both sides of the equation"
TbvD-tkn6UI,Inequality Diagrams - GCSE Maths,1st_Class_Maths,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_4_Understand inequalities,Understand inequalities,current_1,available,public,True,processed,Inequality Diagrams - GCSE Maths
NqoMIiFpOiA,Some Things Are Not Equal - Introduction to Inequalities,Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_4_Understand inequalities,Understand inequalities,current_2,available,public,True,processed,Some Things Are Not Equal - Introduction to Inequalities
mgHO-bsCDrA,Math Antics - Basic Inequalities,mathantics,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_4_Understand inequalities,Understand inequalities,current_3,available,public,True,processed,Math Antics - Basic Inequalities
FGKsdU8g9HU,Solving Two-Step Inequalities (Step-by-Step Examples),Math_with_Mr._J,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_5_Solve inequalities,Solve inequalities,current_1,available,public,True,processed,Solving Two-Step Inequalities (Step-by-Step Examples)
q_o1sQQtZeY,Representing Solutions to Inequalities - Graphing and Using Interval Notation,Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_5_Solve inequalities,Solve inequalities,current_2,available,public,True,processed,Representing Solutions to Inequalities - Graphing and Using Interval Notation
RyesLifeUBw,Algebra Basics: Inequalities In Algebra - Math Antics,mathantics,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_5_Solve inequalities,Solve inequalities,current_3,available,public,True,processed,Algebra Basics: Inequalities In Algebra - Math Antics
DrxaqxRAlT8,"Creating, Substituting, and Rearranging Formulae: Edexcel GCSE Maths Revision",Math_Revision_LM,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_6_Change the subject of a simple formula,Change the subject of a simple formula,current_1,available,public,True,processed,"Creating, Substituting, and Rearranging Formulae: Edexcel GCSE Maths Revision"
Z-euXPw7AD8,Quick GCSE Maths - Rearranging equations,Plutonium_Science,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_6_Change the subject of a simple formula,Change the subject of a simple formula,current_2,available,public,True,processed,Quick GCSE Maths - Rearranging equations
ZSkAzmivMpU,Understanding Transposition: CSEC Math Tutorial,GetThere_Tutoring,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_6_Change the subject of a simple formula,Change the subject of a simple formula,current_3,available,public,True,processed,Understanding Transposition: CSEC Math Tutorial
6zRRy3lkALc,Algebra Rearranging - GCSE Maths,JED_Maths,Year 10_14-15_Autumn_Foundation_Equations inequalities and formulae_7_Change the subject of a known formula,Change the subject of a known formula,current_2,available,public,True,processed,Algebra Rearranging - GCSE Maths
efT_S7fiD4g,Master Percentages with These 3 Fast Tricks,Maths_with_Mrs_B,Year 10_14-15_Autumn_Foundation_Percentages_1_Percentage of an amount,Percentage of an amount,current_1,available,public,True,processed,Master Percentages with These 3 Fast Tricks
rR95Cbcjzus,Math Antics - Finding A Percent Of A Number,mathantics,Year 10_14-15_Autumn_Foundation_Percentages_1_Percentage of an amount,Percentage of an amount,current_2,available,public,True,processed,Math Antics - Finding A Percent Of A Number
J_2pU75Feqc,How Do You Find a Percentage of an Amount with Multiple Steps? | KS2 Maths Concept for Kids,Twinkl_Educational_Publishing,Year 10_14-15_Autumn_Foundation_Percentages_1_Percentage of an amount,Percentage of an amount,current_3,available,public,True,processed,How Do You Find a Percentage of an Amount with Multiple Steps? | KS2 Maths Concept for Kids
UULJ9_7peZU,Increase/Decrease by a Percentage - GCSE Maths,1st_Class_Maths,Year 10_14-15_Autumn_Foundation_Percentages_2_Percentage increase and decrease,Percentage increase and decrease,current_1,available,public,True,processed,Increase/Decrease by a Percentage - GCSE Maths
jAcDJDjQk2g,Percent of Change | Percent Increase and Decrease | Math with Mr. J,Math_with_Mr._J,Year 10_14-15_Autumn_Foundation_Percentages_2_Percentage increase and decrease,Percentage increase and decrease,current_2,available,public,True,processed,Percent of Change | Percent Increase and Decrease | Math with Mr. J
NZBOUtNfbzE,"G.E.D. Math  12c, Finding the percent of increase or decrease",JoAnn's_School,Year 10_14-15_Autumn_Foundation_Percentages_2_Percentage increase and decrease,Percentage increase and decrease,current_3,available,public,True,processed,"G.E.D. Math  12c, Finding the percent of increase or decrease"
rXzK5APDoSQ,Can't Understand Repeated Percentage Change? It's This Easy | GCSE maths,Achieve_Academy_,Year 10_14-15_Autumn_Foundation_Percentages_3_Repeated percentage change (E),Repeated percentage change (E),current_1,available,public,True,processed,Can't Understand Repeated Percentage Change? It's This Easy | GCSE maths
JxzhTD50dQg,Compound Interest - GCSE Maths,1st_Class_Maths,Year 10_14-15_Autumn_Foundation_Percentages_3_Repeated percentage change (E),Repeated percentage change (E),current_2,available,public,True,processed,Compound Interest - GCSE Maths
Wf95B6H94Ho,Repeated percentage change,With_Respect_To_x,Year 10_14-15_Autumn_Foundation_Percentages_3_Repeated percentage change (E),Repeated percentage change (E),current_3,available,public,True,processed,Repeated percentage change
AWH-nSLb7uE,"Decimal, Fraction, Percent Conversions - How To Convert Between Them",Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Percentages_4_Express one number as a fraction or percentage of another,Express one number as a fraction or percentage of another,current_1,available,public,True,processed,"Decimal, Fraction, Percent Conversions - How To Convert Between Them"
zlF1O62X_Zc,GCSE Maths - How to Express One Number as a Percentage of Another (2026/27 exams),Cognito,Year 10_14-15_Autumn_Foundation_Percentages_4_Express one number as a fraction or percentage of another,Express one number as a fraction or percentage of another,current_3,available,public,True,processed,GCSE Maths - How to Express One Number as a Percentage of Another (2026/27 exams)
aVA4BicW_n8,SIMPLE Interest Formula | Grade 7 Math | 7.RP.A.3 💚,The_Magic_of_Math,Year 10_14-15_Autumn_Foundation_Percentages_7_Simple interest,Simple interest,current_1,available,public,True,processed,SIMPLE Interest Formula | Grade 7 Math | 7.RP.A.3 💚
njBHugMgjrc,GCSE Maths Simple Interest,Teach_Me,Year 10_14-15_Autumn_Foundation_Percentages_7_Simple interest,Simple interest,current_2,available,public,True,processed,GCSE Maths Simple Interest
GtaoP0skPWc,Introduction to interest | Interest and debt | Finance & Capital Markets | Khan Academy,Khan_Academy,Year 10_14-15_Autumn_Foundation_Percentages_8_Compound interest (E),Compound interest (E),current_2,available,public,True,processed,Introduction to interest | Interest and debt | Finance & Capital Markets | Khan Academy
-JuqMCr0pl4,Compound Interest and Depreciation | Repeated Percentage Change,Maths_with_Jade,Year 10_14-15_Autumn_Foundation_Percentages_8_Compound interest (E),Compound interest (E),current_3,available,public,True,processed,Compound Interest and Depreciation | Repeated Percentage Change
dR0ozGTZkb8,Percentages and Ratios - Solving Percentage Problems With Ratios,Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Percentages_9_Choose appropriate methods to solve percentage problems,Choose appropriate methods to solve percentage problems,current_2,deleted,deleted,False,deleted,
gOlf0PnBUjc,Expanding two brackets - GCSE Maths,JED_Maths,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_1_Expand double brackets,Expand double brackets,current_1,available,public,True,processed,Expanding two brackets - GCSE Maths
iDZeDqsLPQY,Expanding Double Brackets,Maths_Genie,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_1_Expand double brackets,Expand double brackets,current_2,available,public,True,processed,Expanding Double Brackets
E88KDkXeJrA,Expanding Single Brackets,Maths_Genie,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_1_Expand double brackets,Expand double brackets,current_3,available,public,True,processed,Expanding Single Brackets
pyxW-PfxfOc,GCSE Maths - Quadratics - Factorise and Solve,Murray_Maths,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_2_Factorise quadratic expressions (positive only),Factorise quadratic expressions (positive only),current_1,available,public,True,processed,GCSE Maths - Quadratics - Factorise and Solve
FRRkLZt31S0,Factorising Quadratics,Maths_Genie,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_2_Factorise quadratic expressions (positive only),Factorise quadratic expressions (positive only),current_3,available,public,True,processed,Factorising Quadratics
3kE_Q-JdlO4,GCSE Maths - Factorising Quadratics - Part 1 - (When the x² Coefficient is 1) (2026/27 exams),Cognito,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_3_Factorise quadratic expressions,Factorise quadratic expressions,current_1,available,public,True,processed,GCSE Maths - Factorising Quadratics - Part 1 - (When the x² Coefficient is 1) (2026/27 exams)
UANzjP8_6qk,Solving Quadratic Equation,Mometrix_Academy,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_3_Factorise quadratic expressions,Factorise quadratic expressions,current_2,available,public,True,processed,Solving Quadratic Equation
D3a8NnpQ2vU,Factoring quadratics as (x+a)(x+b) | Mathematics II | High School Math | Khan Academy,Khan_Academy,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_3_Factorise quadratic expressions,Factorise quadratic expressions,current_3,available,public,True,processed,Factoring quadratics as (x+a)(x+b) | Mathematics II | High School Math | Khan Academy
JmyBxpYPIS0,GCSE Maths - What is Difference of Two Squares (DOTS) (2026/27 exams),Cognito,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_4_Difference of two squares (E),Difference of two squares (E),current_1,available,public,True,processed,GCSE Maths - What is Difference of Two Squares (DOTS) (2026/27 exams)
ung9yRm0nOM,GCSE Factorising into Brackets: Difference of Two Squares - Adam Maths Tutor,Adam_Maths_Tutor,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_4_Difference of two squares (E),Difference of two squares (E),current_2,available,public,True,processed,GCSE Factorising into Brackets: Difference of Two Squares - Adam Maths Tutor
d4_zjhrE5Oc,Factoring the Difference of Squares,Mometrix_Academy,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_4_Difference of two squares (E),Difference of two squares (E),current_3,available,public,True,processed,Factoring the Difference of Squares
JGYf8hc_vkE,Solving by Factoring - Solve Quadratics Using the Zero Product Property,Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_5_Solve quadratic equations equal to 0,Solve quadratic equations equal to 0,current_3,available,public,True,processed,Solving by Factoring - Solve Quadratics Using the Zero Product Property
vjcLvmxpA3g,How to solve quadratic equations by factorising. Easy guide for GCSE maths,SecondarySTEM,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_6_Solve quadratic equations by factorisation,Solve quadratic equations by factorisation,current_2,available,public,True,processed,How to solve quadratic equations by factorising. Easy guide for GCSE maths
Dz5IELi-Jjk,Zeros of Factored Polynomials - Find x-Intercepts by Solving Factors,Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_6_Solve quadratic equations by factorisation,Solve quadratic equations by factorisation,current_3,available,public,True,processed,Zeros of Factored Polynomials - Find x-Intercepts by Solving Factors
qveAZLu2xFA,Quadratic Graphs - GCSE Maths,1st_Class_Maths,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_7_Quadratic graphs of the form y = x2 + a,Quadratic graphs of the form y = x2 + a,current_1,available,public,True,processed,Quadratic Graphs - GCSE Maths
xSpFz8JDbZk,Intro to Quadratic Functions (Relations) - Nerdstudy,Nerdstudy,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_7_Quadratic graphs of the form y = x2 + a,Quadratic graphs of the form y = x2 + a,current_2,available,public,True,processed,Intro to Quadratic Functions (Relations) - Nerdstudy
hkd17YGhIX0,Quadratic Graphs - GCSE Maths,JED_Maths,Year 10_14-15_Autumn_Foundation_Quadratic expressions and equations_7_Quadratic graphs of the form y = x2 + a,Quadratic graphs of the form y = x2 + a,current_3,available,public,True,processed,Quadratic Graphs - GCSE Maths
pSKJMIJct_I,Writing and Simplifying a Ratio - GCSE Maths,1st_Class_Maths,Year 10_14-15_Autumn_Foundation_Ratio and scale_1_Equivalent ratios,Equivalent ratios,current_1,available,public,True,processed,Writing and Simplifying a Ratio - GCSE Maths
etPtVPhmce4,Equivalent Ratios - Simplifying and Using Ratio Tables,Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Ratio and scale_1_Equivalent ratios,Equivalent ratios,current_2,deleted,deleted,False,deleted,
xbsmNadT8N4,Equivalent Ratios | Math with Mr. J,Math_with_Mr._J,Year 10_14-15_Autumn_Foundation_Ratio and scale_1_Equivalent ratios,Equivalent ratios,current_3,available,public,True,processed,Equivalent Ratios | Math with Mr. J
_-Fw3970I7c,Sharing In A Given Ratio,Minity_Maths,Year 10_14-15_Autumn_Foundation_Ratio and scale_2_Share in a ratio (whole given),Share in a ratio (whole given),current_1,available,public,True,processed,Sharing In A Given Ratio
RePoSTH5Tkg,GCSE Maths - Proportional division (2026/27 exams),Cognito,Year 10_14-15_Autumn_Foundation_Ratio and scale_2_Share in a ratio (whole given),Share in a ratio (whole given),current_2,available,public,True,processed,GCSE Maths - Proportional division (2026/27 exams)
SJhomYlGPZ8,Given Two Ratios - Corbettmaths,corbettmaths,Year 10_14-15_Autumn_Foundation_Ratio and scale_5_Combine a set of ratios (E),Combine a set of ratios (E),current_1,available,public,True,processed,Given Two Ratios - Corbettmaths
RtxHlDvKvEo,Algebra word problems,Maths_4_Kids,Year 10_14-15_Autumn_Foundation_Ratio and scale_6_Share in a ratio (algebraically) (E),Share in a ratio (algebraically) (E),current_1,available,public,True,processed,Algebra word problems
q9OWPSkY1p4,Ratio Problems (Solving by Two Methods),Eddie_Woo,Year 10_14-15_Autumn_Foundation_Ratio and scale_6_Share in a ratio (algebraically) (E),Share in a ratio (algebraically) (E),current_2,available,public,True,processed,Ratio Problems (Solving by Two Methods)
UCvK1j6n00Q,Ratios: Word Problems,Mometrix_Academy,Year 10_14-15_Autumn_Foundation_Ratio and scale_6_Share in a ratio (algebraically) (E),Share in a ratio (algebraically) (E),current_3,available,public,True,processed,Ratios: Word Problems
IRzBzuZ31QI,"7th Grade Math 8.1b, Finding Length, Width, and Area of Scale Drawings",JoAnn's_School,Year 10_14-15_Autumn_Foundation_Ratio and scale_7_Ratios and scales,Ratios and scales,current_1,available,public,True,processed,"7th Grade Math 8.1b, Finding Length, Width, and Area of Scale Drawings"
6XpBX-7cDPE,GCSE Maths - Using Scales on Maps and Scale Diagrams (2026/27 exams),Cognito,Year 10_14-15_Autumn_Foundation_Ratio and scale_7_Ratios and scales,Ratios and scales,current_2,available,public,True,processed,GCSE Maths - Using Scales on Maps and Scale Diagrams (2026/27 exams)
K4npUlzMerE,Teaching Conversions of Metric Length (extended version),Professor_Pete's_Classroom,Year 10_14-15_Autumn_Foundation_Ratio and scale_7_Ratios and scales,Ratios and scales,current_3,available,public,True,processed,Teaching Conversions of Metric Length (extended version)
kwgeHT6pB7k,Multiplying Whole Numbers and Fractions: Part 1 - Fractions Greater Than and Less Than 1,Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Work with fractions_1_Fraction of an amount,Fraction of an amount,current_1,available,public,True,processed,Multiplying Whole Numbers and Fractions: Part 1 - Fractions Greater Than and Less Than 1
YKFN465SKzk,Y2 - Maths - Fractions  - Finding quarters of an amount,St_Alban's_CofE_Academy,Year 10_14-15_Autumn_Foundation_Work with fractions_1_Fraction of an amount,Fraction of an amount,current_2,available,public,True,processed,Y2 - Maths - Fractions  - Finding quarters of an amount
7Q0ozNp7SDs,"3rd Grade Math 8.9, Word Problem Solving, Find the Whole Group Using Unit Fractions",JoAnn's_School,Year 10_14-15_Autumn_Foundation_Work with fractions_1_Fraction of an amount,Fraction of an amount,current_3,available,public,True,processed,"3rd Grade Math 8.9, Word Problem Solving, Find the Whole Group Using Unit Fractions"
bccxOQ4sk7Q,"Grade 7 Math  5.1C, Using a percent of change",JoAnn's_School,Year 10_14-15_Autumn_Foundation_Work with fractions_2_Increase or decrease an amount by a fraction,Increase or decrease an amount by a fraction,current_2,available,public,True,processed,"Grade 7 Math  5.1C, Using a percent of change"
Md4Oeb_xDUk,How to Find Fractions of Amounts (Step-by-Step Guide),Maths_with_Mrs_B,Year 10_14-15_Autumn_Foundation_Work with fractions_2_Increase or decrease an amount by a fraction,Increase or decrease an amount by a fraction,current_3,available,public,True,processed,How to Find Fractions of Amounts (Step-by-Step Guide)
jqghrJCMhYA,Working With Fractions - Identify and Compare Fractions to a Whole,Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Work with fractions_3_Use a fraction to find the whole,Use a fraction to find the whole,current_1,available,public,True,processed,Working With Fractions - Identify and Compare Fractions to a Whole
o0VfVjWDSXw,Expressing Whole Numbers as Fractions | Math with Mr. J,Math_with_Mr._J,Year 10_14-15_Autumn_Foundation_Work with fractions_3_Use a fraction to find the whole,Use a fraction to find the whole,current_3,available,public,True,processed,Expressing Whole Numbers as Fractions | Math with Mr. J
Ai7MD-Ij7cY,"Equivalent Fractions - Using Multiplication and Division, Modeling Equivalent Fractions",Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Work with fractions_4_Equivalent fractions and mixed numbers,Equivalent fractions and mixed numbers,current_1,available,public,True,processed,"Equivalent Fractions - Using Multiplication and Division, Modeling Equivalent Fractions"
kBlh7pWSrQk,Compare Improper Fractions & Mixed Numbers Using Mental Math,Genius_Plus_Twins,Year 10_14-15_Autumn_Foundation_Work with fractions_4_Equivalent fractions and mixed numbers,Equivalent fractions and mixed numbers,current_2,available,public,True,processed,Compare Improper Fractions & Mixed Numbers Using Mental Math
qDc_-GTipBk,Math Antics - Working With Parts,mathantics,Year 10_14-15_Autumn_Foundation_Work with fractions_4_Equivalent fractions and mixed numbers,Equivalent fractions and mixed numbers,current_3,available,public,True,processed,Math Antics - Working With Parts
dSuQsjPu7Xo,Adding and Subtracting Fractions With Unlike Denominators - Finding Common Denominators,Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Work with fractions_5_Add and subtract fractions,Add and subtract fractions,current_1,available,public,True,processed,Adding and Subtracting Fractions With Unlike Denominators - Finding Common Denominators
ry3KQ9F76oo,Ex:  Add and Subtract Fractions with Unlike Denominators (Basic),Mathispower4u,Year 10_14-15_Autumn_Foundation_Work with fractions_5_Add and subtract fractions,Add and subtract fractions,current_2,available,public,True,processed,Ex:  Add and Subtract Fractions with Unlike Denominators (Basic)
RqUPSZLwHH0,Math Antics - Subtracting Mixed Numbers,mathantics,Year 10_14-15_Autumn_Foundation_Work with fractions_5_Add and subtract fractions,Add and subtract fractions,current_3,available,public,True,processed,Math Antics - Subtracting Mixed Numbers
zcKqSDdptHE,How To Multiply Fractions And Mixed Numbers That Feels Like Cheating,Pink_Grade,Year 10_14-15_Autumn_Foundation_Work with fractions_6_Multiply fractions,Multiply fractions,current_2,available,public,True,processed,How To Multiply Fractions And Mixed Numbers That Feels Like Cheating
cwKpKmX3UtQ,"Multiplying Fractions by Fractions, Whole Numbers, and Mixed Numbers | Math with Mr. J",Math_with_Mr._J,Year 10_14-15_Autumn_Foundation_Work with fractions_6_Multiply fractions,Multiply fractions,current_3,available,public,True,processed,"Multiplying Fractions by Fractions, Whole Numbers, and Mixed Numbers | Math with Mr. J"
istQQn2fDV4,"Operations With Fractions Practice - Review Adding, Subtracting, and Multiplying",Miacademy_&_MiaPrep_Learning_Channel,Year 10_14-15_Autumn_Foundation_Work with fractions_8_Solve problems with fractions,Solve problems with fractions,current_1,available,public,True,processed,"Operations With Fractions Practice - Review Adding, Subtracting, and Multiplying"
