year,age,term,difficulty,topic,small_step_num,small_step_num_in_topic,small_step_num_global,small_step,small_step_name,small_step_desc,ss_wr_desc,ss_desc_validated,ss_desc_validated_source,small_step_id,small_step_key,rank,recommendation_num,recommendation_id,video_id,title,video_title,channel,duration,duration_formatted,semantic_score,alignment_score,instruction_score,combined_score,alignment_justification,instruction_justification,run_signature
Year 5,9-10,Spring,,Perimeter and area,4,4,4,Area of rectangles,Area of rectangles,"In Year 4, children learnt that area was the space inside a two-dimensional shape. In this small step, they recap this key concept by making a visual comparison of two shapes without having to work out the area. They then go on to find the areas of shapes by counting squares, and are introduced to the square centimetre (cm2) by counting squares on a centimetre squared grid. Highlight the difference between 1 cm and 1 cm2, to ensure children understand that cm is a measure of length and cm2 is a measure of area. Arrays can help children understand why they can multiply the length by the width to calculate the area of a rectangle, which they can then use to find the area of shapes not drawn on a centimetre squared grid. Children should be made aware that cm2 is not the only unit used to measure area, and other units such as mm2, m2 and km2 are also examples of units of area.","In Year 4, children learnt that area was the space inside a two-dimensional shape. In this small step, they recap this key concept by making a visual comparison of two shapes without having to work out the area. They then go on to find the areas of shapes by counting squares, and are introduced to the square centimetre (cm2) by counting squares on a centimetre squared grid. Highlight the difference between 1 cm and 1 cm2, to ensure children understand that cm is a measure of length and cm2 is a measure of area. Arrays can help children understand why they can multiply the length by the width to calculate the area of a rectangle, which they can then use to find the area of shapes not drawn on a centimetre squared grid. Children should be made aware that cm2 is not the only unit used to measure area, and other units such as mm2, m2 and km2 are also examples of units of area.","In Year 4, children learnt that area was the space inside a two-dimensional shape. In this small step, they recap this key concept by making a visual comparison of two shapes without having to work out the area. They then go on to find the areas of shapes by counting squares, and are introduced to the square centimetre (cm2) by counting squares on a centimetre squared grid. Highlight the difference between 1 cm and 1 cm2, to ensure children understand that cm is a measure of length and cm2 is a measure of area. Arrays can help children understand why they can multiply the length by the width to calculate the area of a rectangle, which they can then use to find the area of shapes not drawn on a centimetre squared grid. Children should be made aware that cm2 is not the only unit used to measure area, and other units such as mm2, m2 and km2 are also examples of units of area.",baseline,Year 5_9-10_Spring__Perimeter and area_4_Area of rectangles,year-5__9-10__spring__blank__perimeter-and-area__4__area-of-rectangles,2,2,Year 5_9-10_Spring__Perimeter and area_4_Area of rectangles_recommendation_2,8cz_IB65pZM,Area for Kids - Full Lesson Video | Homeschool Pop Math,Area for Kids - Full Lesson Video | Homeschool Pop Math,Homeschool_Pop,00:08:58,00:08:58,0.8043,85.0,85.0,0.8249,"The video effectively introduces the concept of area, emphasizing the difference between area and perimeter, which aligns well with the curriculum objective. It uses visual examples and counting squares, which is suitable for 9-10 year-olds. However, it briefly touches on multiplication for area calculation and mentions other shapes like circles and triangles, which slightly drifts from the specific focus on rectangles.","The transcript effectively explains the concept of area by clearly distinguishing it from perimeter, using simple language appropriate for 9-10 year olds. It includes engaging prompts for counting square units and demonstrates the multiplication method for finding area with clear, step-by-step examples. However, while it introduces the concept of square centimeters and the notation for squared, it could benefit from a more explicit visual representation of these units to enhance understanding.",cb33e2e768571eb1e315a4a2ee5f059ccb971c5c
Year 5,9-10,Spring,,Perimeter and area,4,4,4,Area of rectangles,Area of rectangles,"In Year 4, children learnt that area was the space inside a two-dimensional shape. In this small step, they recap this key concept by making a visual comparison of two shapes without having to work out the area. They then go on to find the areas of shapes by counting squares, and are introduced to the square centimetre (cm2) by counting squares on a centimetre squared grid. Highlight the difference between 1 cm and 1 cm2, to ensure children understand that cm is a measure of length and cm2 is a measure of area. Arrays can help children understand why they can multiply the length by the width to calculate the area of a rectangle, which they can then use to find the area of shapes not drawn on a centimetre squared grid. Children should be made aware that cm2 is not the only unit used to measure area, and other units such as mm2, m2 and km2 are also examples of units of area.","In Year 4, children learnt that area was the space inside a two-dimensional shape. In this small step, they recap this key concept by making a visual comparison of two shapes without having to work out the area. They then go on to find the areas of shapes by counting squares, and are introduced to the square centimetre (cm2) by counting squares on a centimetre squared grid. Highlight the difference between 1 cm and 1 cm2, to ensure children understand that cm is a measure of length and cm2 is a measure of area. Arrays can help children understand why they can multiply the length by the width to calculate the area of a rectangle, which they can then use to find the area of shapes not drawn on a centimetre squared grid. Children should be made aware that cm2 is not the only unit used to measure area, and other units such as mm2, m2 and km2 are also examples of units of area.","In Year 4, children learnt that area was the space inside a two-dimensional shape. In this small step, they recap this key concept by making a visual comparison of two shapes without having to work out the area. They then go on to find the areas of shapes by counting squares, and are introduced to the square centimetre (cm2) by counting squares on a centimetre squared grid. Highlight the difference between 1 cm and 1 cm2, to ensure children understand that cm is a measure of length and cm2 is a measure of area. Arrays can help children understand why they can multiply the length by the width to calculate the area of a rectangle, which they can then use to find the area of shapes not drawn on a centimetre squared grid. Children should be made aware that cm2 is not the only unit used to measure area, and other units such as mm2, m2 and km2 are also examples of units of area.",baseline,Year 5_9-10_Spring__Perimeter and area_4_Area of rectangles,year-5__9-10__spring__blank__perimeter-and-area__4__area-of-rectangles,3,3,Year 5_9-10_Spring__Perimeter and area_4_Area of rectangles_recommendation_3,11ftYcJxdOU,How To Find The Area Of A Rectangle Or Square,How To Find The Area Of A Rectangle Or Square,Minity_Maths,00:03:04,00:03:04,0.8844,85.0,65.0,0.8189,"The video effectively introduces the concept of area in relation to squares and rectangles, aligning well with the target objective. It emphasizes the measurement of area using square centimeters and encourages learners to explore different rectangles, which supports their understanding of area calculation through multiplication. However, it could improve by explicitly highlighting the difference between cm and cm² and mentioning other units of area.","The transcript provides a basic explanation of area and introduces square centimeters effectively, but it lacks depth in conceptual clarity, particularly in distinguishing between cm and cm². While it engages students with prompts to draw rectangles, it could benefit from clearer definitions of new terms and more visual examples to illustrate the concepts, especially for younger learners.",cb33e2e768571eb1e315a4a2ee5f059ccb971c5c
Year 5,9-10,Spring,,Perimeter and area,5,5,5,Area of compound shapes,Area of compound shapes,"learn to calculate the areas of compound shapes, which are shapes made up of two or more other shapes. The focus is on rectilinear shapes. To support their understanding, give children compound shapes for them to physically cut or split. They could find the area of each rectangle and deduce the total area of the shape. Some children will split their compound shape differently from others. This will highlight that a compound shape is made up from other shapes and that the area of the compound shape remains the same, whichever way the shape is split. Children apply their learning from earlier steps to find missing lengths on the shape to support finding the area.","learn to calculate the areas of compound shapes, which are shapes made up of two or more other shapes. The focus is on rectilinear shapes. To support their understanding, give children compound shapes for them to physically cut or split. They could find the area of each rectangle and deduce the total area of the shape. Some children will split their compound shape differently from others. This will highlight that a compound shape is made up from other shapes and that the area of the compound shape remains the same, whichever way the shape is split. Children apply their learning from earlier steps to find missing lengths on the shape to support finding the area.","learn to calculate the areas of compound shapes, which are shapes made up of two or more other shapes. The focus is on rectilinear shapes. To support their understanding, give children compound shapes for them to physically cut or split. They could find the area of each rectangle and deduce the total area of the shape. Some children will split their compound shape differently from others. This will highlight that a compound shape is made up from other shapes and that the area of the compound shape remains the same, whichever way the shape is split. Children apply their learning from earlier steps to find missing lengths on the shape to support finding the area.",baseline,Year 5_9-10_Spring__Perimeter and area_5_Area of compound shapes,year-5__9-10__spring__blank__perimeter-and-area__5__area-of-compound-shapes,1,1,Year 5_9-10_Spring__Perimeter and area_5_Area of compound shapes_recommendation_1,yYCTckL1mOg,Composite Figures - Calculating Area,Composite Figures - Calculating Area,Miacademy_&_MiaPrep_Learning_Channel,00:10:02,00:10:02,0.844,95.0,85.0,0.8667,"The video aligns very well with the target curriculum objective by focusing on calculating the area of compound shapes made from simpler shapes, such as rectangles and triangles. It encourages hands-on learning through physical cutouts and emphasizes different methods of breaking down compound shapes, which supports understanding for learners new to the topic.","The transcript effectively explains the concept of calculating the area of compound shapes by using familiar shapes like rectangles and triangles, which is appropriate for the target age group. It includes clear step-by-step reasoning, prompts for student engagement, and encourages hands-on interaction with cutouts, although some complex language and terms could be simplified further for better understanding.",cb33e2e768571eb1e315a4a2ee5f059ccb971c5c
Year 5,9-10,Spring,,Perimeter and area,5,5,5,Area of compound shapes,Area of compound shapes,"learn to calculate the areas of compound shapes, which are shapes made up of two or more other shapes. The focus is on rectilinear shapes. To support their understanding, give children compound shapes for them to physically cut or split. They could find the area of each rectangle and deduce the total area of the shape. Some children will split their compound shape differently from others. This will highlight that a compound shape is made up from other shapes and that the area of the compound shape remains the same, whichever way the shape is split. Children apply their learning from earlier steps to find missing lengths on the shape to support finding the area.","learn to calculate the areas of compound shapes, which are shapes made up of two or more other shapes. The focus is on rectilinear shapes. To support their understanding, give children compound shapes for them to physically cut or split. They could find the area of each rectangle and deduce the total area of the shape. Some children will split their compound shape differently from others. This will highlight that a compound shape is made up from other shapes and that the area of the compound shape remains the same, whichever way the shape is split. Children apply their learning from earlier steps to find missing lengths on the shape to support finding the area.","learn to calculate the areas of compound shapes, which are shapes made up of two or more other shapes. The focus is on rectilinear shapes. To support their understanding, give children compound shapes for them to physically cut or split. They could find the area of each rectangle and deduce the total area of the shape. Some children will split their compound shape differently from others. This will highlight that a compound shape is made up from other shapes and that the area of the compound shape remains the same, whichever way the shape is split. Children apply their learning from earlier steps to find missing lengths on the shape to support finding the area.",baseline,Year 5_9-10_Spring__Perimeter and area_5_Area of compound shapes,year-5__9-10__spring__blank__perimeter-and-area__5__area-of-compound-shapes,2,2,Year 5_9-10_Spring__Perimeter and area_5_Area of compound shapes_recommendation_2,U25OYoLYtVM,How To Find The Area Of Compound Shapes,How To Find The Area Of Compound Shapes,Minity_Maths,00:04:04,00:04:04,0.931,85.0,70.0,0.8571,"The video aligns well with the target objective by explaining how to calculate the area of compound shapes and emphasizing the importance of deconstructing shapes into basic components. It maintains focus on rectilinear shapes and provides practical examples, which are suitable for the 9-10 age group. However, it could benefit from more interactive elements or physical activities to enhance understanding, as suggested in the curriculum description.","The transcript provides a clear explanation of compound shapes and how to calculate their area, using simple language appropriate for 9-10 year-olds. However, it lacks sufficient pictographic examples and step-by-step visual aids that could enhance understanding, and the introduction of terms like 'perpendicular height' could be confusing without clear definitions or analogies.",cb33e2e768571eb1e315a4a2ee5f059ccb971c5c
Year 5,9-10,Spring,,Perimeter and area,5,5,5,Area of compound shapes,Area of compound shapes,"learn to calculate the areas of compound shapes, which are shapes made up of two or more other shapes. The focus is on rectilinear shapes. To support their understanding, give children compound shapes for them to physically cut or split. They could find the area of each rectangle and deduce the total area of the shape. Some children will split their compound shape differently from others. This will highlight that a compound shape is made up from other shapes and that the area of the compound shape remains the same, whichever way the shape is split. Children apply their learning from earlier steps to find missing lengths on the shape to support finding the area.","learn to calculate the areas of compound shapes, which are shapes made up of two or more other shapes. The focus is on rectilinear shapes. To support their understanding, give children compound shapes for them to physically cut or split. They could find the area of each rectangle and deduce the total area of the shape. Some children will split their compound shape differently from others. This will highlight that a compound shape is made up from other shapes and that the area of the compound shape remains the same, whichever way the shape is split. Children apply their learning from earlier steps to find missing lengths on the shape to support finding the area.","learn to calculate the areas of compound shapes, which are shapes made up of two or more other shapes. The focus is on rectilinear shapes. To support their understanding, give children compound shapes for them to physically cut or split. They could find the area of each rectangle and deduce the total area of the shape. Some children will split their compound shape differently from others. This will highlight that a compound shape is made up from other shapes and that the area of the compound shape remains the same, whichever way the shape is split. Children apply their learning from earlier steps to find missing lengths on the shape to support finding the area.",baseline,Year 5_9-10_Spring__Perimeter and area_5_Area of compound shapes,year-5__9-10__spring__blank__perimeter-and-area__5__area-of-compound-shapes,3,3,Year 5_9-10_Spring__Perimeter and area_5_Area of compound shapes_recommendation_3,j92jsaaxhk8,Comprehensive Guide to Calculating Area,Comprehensive Guide to Calculating Area,Minity_Maths,00:14:46,00:14:46,0.9112,85.0,70.0,0.8461,"The video covers the area of compound shapes and provides a clear method for calculating the area by splitting the shape into basic components, which aligns well with the curriculum objective. However, while it includes various shapes, it could focus more on rectilinear shapes specifically, and the introduction of other shapes like triangles and trapeziums may distract from the primary objective for learners new to the topic.","The transcript provides a comprehensive overview of various shapes and their areas, including compound shapes, which is relevant to the target curriculum objective. However, it lacks a focused explanation on compound shapes specifically and does not engage learners with prompts or interactive elements. The language is somewhat complex for the age group, and while some definitions are provided, the introduction of new terms could be clearer to avoid confusion.",cb33e2e768571eb1e315a4a2ee5f059ccb971c5c
Year 5,9-10,Spring,,Perimeter and area,6,6,6,Estimate area,Estimate area,"use their knowledge of counting squares to estimate the areas of non-rectilinear shapes. Children should be aware that the estimate is not exact andother people may find a different estimate. One way to obtain an estimate is to find the total number of complete squares,then include a square if more than half of it is coloured, but not if less than half is coloured. Children use their knowledge of fractions to estimate how much of a square is covered. For larger shapes, the areas of rectangles within them can be found by multiplying the length by the width, rather than counting all the squares individually. To avoid repetition or miscounting, children can physically annotate when counting squares. An alternative method is to match up part-covered squares to create wholes, but this is more demanding and time consuming.","use their knowledge of counting squares to estimate the areas of non-rectilinear shapes. Children should be aware that the estimate is not exact andother people may find a different estimate. One way to obtain an estimate is to find the total number of complete squares,then include a square if more than half of it is coloured, but not if less than half is coloured. Children use their knowledge of fractions to estimate how much of a square is covered. For larger shapes, the areas of rectangles within them can be found by multiplying the length by the width, rather than counting all the squares individually. To avoid repetition or miscounting, children can physically annotate when counting squares. An alternative method is to match up part-covered squares to create wholes, but this is more demanding and time consuming.","use their knowledge of counting squares to estimate the areas of non-rectilinear shapes. Children should be aware that the estimate is not exact andother people may find a different estimate. One way to obtain an estimate is to find the total number of complete squares,then include a square if more than half of it is coloured, but not if less than half is coloured. Children use their knowledge of fractions to estimate how much of a square is covered. For larger shapes, the areas of rectangles within them can be found by multiplying the length by the width, rather than counting all the squares individually. To avoid repetition or miscounting, children can physically annotate when counting squares. An alternative method is to match up part-covered squares to create wholes, but this is more demanding and time consuming.",baseline,Year 5_9-10_Spring__Perimeter and area_6_Estimate area,year-5__9-10__spring__blank__perimeter-and-area__6__estimate-area,1,1,Year 5_9-10_Spring__Perimeter and area_6_Estimate area_recommendation_1,THrgM1V9XXk,How Do You Calculate The Area of a Triangle by Counting Squares? | KS2 Maths Concept for Kids,How Do You Calculate The Area of a Triangle by Counting Squares? | KS2 Maths Concept for Kids,Twinkl_Educational_Publishing,00:03:58,00:03:58,0.8122,70.0,75.0,0.7742,"The video focuses on calculating the area of triangles using counting squares, which aligns with the objective of estimating area. However, it primarily emphasizes exact area calculations rather than estimation techniques and does not sufficiently cover the concept of non-rectilinear shapes or the nuances of estimating areas, which may limit its effectiveness for learners new to the topic.","The transcript effectively explains the concept of area using simple language and clear examples, focusing on counting squares and estimating areas. However, while it introduces some new terms like 'approximately' and 'squared units,' it could benefit from clearer definitions and more visual aids to enhance understanding for younger learners.",cb33e2e768571eb1e315a4a2ee5f059ccb971c5c
Year 5,9-10,Spring,,Perimeter and area,6,6,6,Estimate area,Estimate area,"use their knowledge of counting squares to estimate the areas of non-rectilinear shapes. Children should be aware that the estimate is not exact andother people may find a different estimate. One way to obtain an estimate is to find the total number of complete squares,then include a square if more than half of it is coloured, but not if less than half is coloured. Children use their knowledge of fractions to estimate how much of a square is covered. For larger shapes, the areas of rectangles within them can be found by multiplying the length by the width, rather than counting all the squares individually. To avoid repetition or miscounting, children can physically annotate when counting squares. An alternative method is to match up part-covered squares to create wholes, but this is more demanding and time consuming.","use their knowledge of counting squares to estimate the areas of non-rectilinear shapes. Children should be aware that the estimate is not exact andother people may find a different estimate. One way to obtain an estimate is to find the total number of complete squares,then include a square if more than half of it is coloured, but not if less than half is coloured. Children use their knowledge of fractions to estimate how much of a square is covered. For larger shapes, the areas of rectangles within them can be found by multiplying the length by the width, rather than counting all the squares individually. To avoid repetition or miscounting, children can physically annotate when counting squares. An alternative method is to match up part-covered squares to create wholes, but this is more demanding and time consuming.","use their knowledge of counting squares to estimate the areas of non-rectilinear shapes. Children should be aware that the estimate is not exact andother people may find a different estimate. One way to obtain an estimate is to find the total number of complete squares,then include a square if more than half of it is coloured, but not if less than half is coloured. Children use their knowledge of fractions to estimate how much of a square is covered. For larger shapes, the areas of rectangles within them can be found by multiplying the length by the width, rather than counting all the squares individually. To avoid repetition or miscounting, children can physically annotate when counting squares. An alternative method is to match up part-covered squares to create wholes, but this is more demanding and time consuming.",baseline,Year 5_9-10_Spring__Perimeter and area_6_Estimate area,year-5__9-10__spring__blank__perimeter-and-area__6__estimate-area,2,2,Year 5_9-10_Spring__Perimeter and area_6_Estimate area_recommendation_2,rqz4tDVpJg0,Area of rectangles (grade 3),Area of rectangles (grade 3),Maths_4_Kids,00:02:10,00:02:10,0.715,85.0,70.0,0.7383,"The transcript aligns well with the target objective by focusing on estimating area through counting squares and using multiplication for rectangular shapes. However, it lacks emphasis on the concept of estimating non-rectilinear shapes and the idea that estimates can vary, which is crucial for the objective. Overall, it is suitable for the age group and provides a solid foundation for understanding area.","The transcript provides a basic explanation of area using relatable concepts like covering shapes with squares, which is appropriate for the age group. However, it lacks clear definitions for terms like 'area' and 'square units,' and the language could be simplified further to enhance understanding. Additionally, while there are some examples, the explanation could benefit from more structured step-by-step reasoning and visual aids to reinforce the concepts.",cb33e2e768571eb1e315a4a2ee5f059ccb971c5c
Year 5,9-10,Spring,,Perimeter and area,6,6,6,Estimate area,Estimate area,"use their knowledge of counting squares to estimate the areas of non-rectilinear shapes. Children should be aware that the estimate is not exact andother people may find a different estimate. One way to obtain an estimate is to find the total number of complete squares,then include a square if more than half of it is coloured, but not if less than half is coloured. Children use their knowledge of fractions to estimate how much of a square is covered. For larger shapes, the areas of rectangles within them can be found by multiplying the length by the width, rather than counting all the squares individually. To avoid repetition or miscounting, children can physically annotate when counting squares. An alternative method is to match up part-covered squares to create wholes, but this is more demanding and time consuming.","use their knowledge of counting squares to estimate the areas of non-rectilinear shapes. Children should be aware that the estimate is not exact andother people may find a different estimate. One way to obtain an estimate is to find the total number of complete squares,then include a square if more than half of it is coloured, but not if less than half is coloured. Children use their knowledge of fractions to estimate how much of a square is covered. For larger shapes, the areas of rectangles within them can be found by multiplying the length by the width, rather than counting all the squares individually. To avoid repetition or miscounting, children can physically annotate when counting squares. An alternative method is to match up part-covered squares to create wholes, but this is more demanding and time consuming.","use their knowledge of counting squares to estimate the areas of non-rectilinear shapes. Children should be aware that the estimate is not exact andother people may find a different estimate. One way to obtain an estimate is to find the total number of complete squares,then include a square if more than half of it is coloured, but not if less than half is coloured. Children use their knowledge of fractions to estimate how much of a square is covered. For larger shapes, the areas of rectangles within them can be found by multiplying the length by the width, rather than counting all the squares individually. To avoid repetition or miscounting, children can physically annotate when counting squares. An alternative method is to match up part-covered squares to create wholes, but this is more demanding and time consuming.",baseline,Year 5_9-10_Spring__Perimeter and area_6_Estimate area,year-5__9-10__spring__blank__perimeter-and-area__6__estimate-area,3,3,Year 5_9-10_Spring__Perimeter and area_6_Estimate area_recommendation_3,8cz_IB65pZM,Area for Kids - Full Lesson Video | Homeschool Pop Math,Area for Kids - Full Lesson Video | Homeschool Pop Math,Homeschool_Pop,00:08:58,00:08:58,0.7076,60.0,75.0,0.6967,"The video introduces the concept of area and provides examples of calculating area for squares and rectangles, which aligns with the curriculum objective. However, it lacks a focus on estimating the area of non-rectilinear shapes and does not address the methods for estimating area using counting squares or fractions, which are critical components of the target objective.","The transcript effectively introduces the concept of area with clear definitions and relatable examples, making it accessible for 9-10 year olds. However, while it maintains focus on the concept of area, it could benefit from more pictorial examples and explicit engagement prompts to encourage active participation from the learners.",cb33e2e768571eb1e315a4a2ee5f059ccb971c5c
Year 5,9-10,Spring,,Statistics,1,1,7,Draw line graphs,Draw line graphs,"In Year 4, children interpreted and drew line graphs for the first time, focusing on examples where the horizontal axis was a measure of time. In this small step, they revisit this learning and build upon it by looking at other types of graph, for example conversion graphs. Encourage children to join points using a straight dashed line and discuss the fact that this is used because they cannot be certain of exact values between the given values at two points. However, this does not apply to conversion graphs. Explore different sets of data that call for a range of intervals on the vertical axis. Children can decide what intervals to use by looking at the greatest and lowest values and using an appropriate scale.","In Year 4, children interpreted and drew line graphs for the first time, focusing on examples where the horizontal axis was a measure of time. In this small step, they revisit this learning and build upon it by looking at other types of graph, for example conversion graphs. Encourage children to join points using a straight dashed line and discuss the fact that this is used because they cannot be certain of exact values between the given values at two points. However, this does not apply to conversion graphs. Explore different sets of data that call for a range of intervals on the vertical axis. Children can decide what intervals to use by looking at the greatest and lowest values and using an appropriate scale.","In Year 4, children interpreted and drew line graphs for the first time, focusing on examples where the horizontal axis was a measure of time. In this small step, they revisit this learning and build upon it by looking at other types of graph, for example conversion graphs. Encourage children to join points using a straight dashed line and discuss the fact that this is used because they cannot be certain of exact values between the given values at two points. However, this does not apply to conversion graphs. Explore different sets of data that call for a range of intervals on the vertical axis. Children can decide what intervals to use by looking at the greatest and lowest values and using an appropriate scale.",baseline,Year 5_9-10_Spring__Statistics_1_Draw line graphs,year-5__9-10__spring__blank__statistics__1__draw-line-graphs,1,1,Year 5_9-10_Spring__Statistics_1_Draw line graphs_recommendation_1,p99utFBzGcU,Learn all about line graphs and how to make one!,Learn all about line graphs and how to make one!,Mr._Tom_Teaches_Again,00:05:49,00:05:49,0.7811,95.0,85.0,0.8321,"The transcript content aligns well with the target objective of drawing line graphs, focusing on interpreting data over time, which is suitable for 9-10 year olds. It emphasizes the importance of labeling axes, plotting points, and connecting them with lines, while remaining focused on line graphs without drifting into unrelated topics.","The transcript effectively introduces the concept of line graphs using relatable examples, such as plant growth, which is appropriate for the age group. It maintains focus on the single concept of line graphs throughout, includes clear definitions of terms, and engages students with questions about their observations. However, it could benefit from more visual aids or diagrams to enhance understanding.",cb33e2e768571eb1e315a4a2ee5f059ccb971c5c
Year 5,9-10,Spring,,Statistics,1,1,7,Draw line graphs,Draw line graphs,"In Year 4, children interpreted and drew line graphs for the first time, focusing on examples where the horizontal axis was a measure of time. In this small step, they revisit this learning and build upon it by looking at other types of graph, for example conversion graphs. Encourage children to join points using a straight dashed line and discuss the fact that this is used because they cannot be certain of exact values between the given values at two points. However, this does not apply to conversion graphs. Explore different sets of data that call for a range of intervals on the vertical axis. Children can decide what intervals to use by looking at the greatest and lowest values and using an appropriate scale.","In Year 4, children interpreted and drew line graphs for the first time, focusing on examples where the horizontal axis was a measure of time. In this small step, they revisit this learning and build upon it by looking at other types of graph, for example conversion graphs. Encourage children to join points using a straight dashed line and discuss the fact that this is used because they cannot be certain of exact values between the given values at two points. However, this does not apply to conversion graphs. Explore different sets of data that call for a range of intervals on the vertical axis. Children can decide what intervals to use by looking at the greatest and lowest values and using an appropriate scale.","In Year 4, children interpreted and drew line graphs for the first time, focusing on examples where the horizontal axis was a measure of time. In this small step, they revisit this learning and build upon it by looking at other types of graph, for example conversion graphs. Encourage children to join points using a straight dashed line and discuss the fact that this is used because they cannot be certain of exact values between the given values at two points. However, this does not apply to conversion graphs. Explore different sets of data that call for a range of intervals on the vertical axis. Children can decide what intervals to use by looking at the greatest and lowest values and using an appropriate scale.",baseline,Year 5_9-10_Spring__Statistics_1_Draw line graphs,year-5__9-10__spring__blank__statistics__1__draw-line-graphs,2,2,Year 5_9-10_Spring__Statistics_1_Draw line graphs_recommendation_2,qn8dtqkTHgE,"Line Graphs - Interpreting, Identifying Trends, and Comparing Datasets","Line Graphs - Interpreting, Identifying Trends, and Comparing Datasets",Miacademy_&_MiaPrep_Learning_Channel,00:11:35,00:11:35,0.7511,95.0,85.0,0.8156,"The transcript effectively aligns with the target objective of drawing line graphs by introducing the concept of line graphs, guiding learners through the plotting process, and encouraging interpretation of data. It maintains focus on line graphs without drifting into unrelated topics, and the content is age-appropriate for 9-10 year-olds, making it suitable for learners new to the topic.","The transcript effectively introduces the concept of line graphs with clear explanations and step-by-step guidance, making it accessible for 9-10 year olds. It maintains focus on the single concept of drawing and interpreting line graphs, uses engaging language, and includes prompts for student engagement. However, while it introduces some new terms, it could benefit from more explicit definitions and examples for terms like 'trends' to enhance understanding.",cb33e2e768571eb1e315a4a2ee5f059ccb971c5c
Year 5,9-10,Spring,,Statistics,1,1,7,Draw line graphs,Draw line graphs,"In Year 4, children interpreted and drew line graphs for the first time, focusing on examples where the horizontal axis was a measure of time. In this small step, they revisit this learning and build upon it by looking at other types of graph, for example conversion graphs. Encourage children to join points using a straight dashed line and discuss the fact that this is used because they cannot be certain of exact values between the given values at two points. However, this does not apply to conversion graphs. Explore different sets of data that call for a range of intervals on the vertical axis. Children can decide what intervals to use by looking at the greatest and lowest values and using an appropriate scale.","In Year 4, children interpreted and drew line graphs for the first time, focusing on examples where the horizontal axis was a measure of time. In this small step, they revisit this learning and build upon it by looking at other types of graph, for example conversion graphs. Encourage children to join points using a straight dashed line and discuss the fact that this is used because they cannot be certain of exact values between the given values at two points. However, this does not apply to conversion graphs. Explore different sets of data that call for a range of intervals on the vertical axis. Children can decide what intervals to use by looking at the greatest and lowest values and using an appropriate scale.","In Year 4, children interpreted and drew line graphs for the first time, focusing on examples where the horizontal axis was a measure of time. In this small step, they revisit this learning and build upon it by looking at other types of graph, for example conversion graphs. Encourage children to join points using a straight dashed line and discuss the fact that this is used because they cannot be certain of exact values between the given values at two points. However, this does not apply to conversion graphs. Explore different sets of data that call for a range of intervals on the vertical axis. Children can decide what intervals to use by looking at the greatest and lowest values and using an appropriate scale.",baseline,Year 5_9-10_Spring__Statistics_1_Draw line graphs,year-5__9-10__spring__blank__statistics__1__draw-line-graphs,3,3,Year 5_9-10_Spring__Statistics_1_Draw line graphs_recommendation_3,xpGfvClXhX0,How Do You Construct a Line Graph? | KS2 Maths Concept for Kids,How Do You Construct a Line Graph? | KS2 Maths Concept for Kids,Twinkl_Educational_Publishing,00:04:46,00:04:46,0.7194,90.0,75.0,0.7632,"The video effectively focuses on constructing line graphs, specifically using time as the horizontal axis, which aligns well with the target curriculum objective. It provides clear instructions on labeling axes, choosing appropriate scales, and plotting data, making it suitable for learners aged 9-10. However, it could enhance its alignment by explicitly discussing the use of dashed lines for uncertainty in values between points, as mentioned in the objective description.","The transcript provides a clear and structured explanation of how to construct a line graph, focusing on the essential concepts of labeling axes and plotting points. However, the language could be simplified further for 9-10 year olds, and while it includes some engagement prompts, more interactive elements could enhance student involvement.",cb33e2e768571eb1e315a4a2ee5f059ccb971c5c
