year,term,block,difficulty,topic,sub_topic,small_step_num_in_topic,small_step_name,ss_wr_desc_extracted,source_pdf_path,source_pdf_name,source_pdf_hash,extraction_confidence,match_method,is_duplicate_candidate,needs_manual_review,review_notes,small_step_id,small_step_key,topic_normalized
Year 7,Summer,2,,Properties of,Properties of numbers,1,Multiples,"In this small step, students identify and list multiples, building on their understanding from Key Stage 2 It is beneficial to link multiples to students’ existing knowledge of times-tables. Emphasise that a multiple of a number is the result of multiplying that number by an integer. For example, 5, 7.5 and 10 are all multiples of 2.5. However, 2.5 is not a multiple of 2. These examples can help students to understand that multiples can also come from non-integer values. Once they are confident, students should use division to check if a number is a multiple of another. If appropriate, challenge students to apply their knowledge of multiples to algebraic expressions, enabling them to determine if expressions are multiples of a value. Misconceptions and common errors • Students may confuse factors and multiples. • Students may believe that multiples cannot take non-integer values. • Students may assume that algebraic expressions cannot represent multiples. For example, 6x represents multiples of 6 for all integer values of x. Year 7 | Summer term | Block 2 – Properties of numbers | Step 1 Mathematical talk • What are the multiples of 11? • Is it possible to have multiples of 1.5? Explain how you know. • Is it possible to have multiples of 1 3? Explain how you know. • Can a negative value be a multiple of a number? Explain your answer. • Explain why 4.5 is not a multiple of 3 • Explain a method that you can use to determine if one number is a multiple of another. (for example, if 456 is a multiple of 3) • Explain why 8x will represent multiples of 4 for all positive integer values of x. National Curriculum links • Use the concepts and vocabulary of prime numbers, factors (or divisors), multiples, common factors, common multiples, highest common factor, lowest common multiple, prime factorisation, including using product notation and the unique factorisation property",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,,high,,False,False,,,,properties of
Year 7,Summer,2,,Properties of,Properties of numbers,2,Factors,"In this small step, students list and identify factors of numbers, building on their Key Stage 2 understanding. Remind students that a factor is an integer that divides into another integer exactly, leaving no remainder. To support understanding, using arrays may help them to visualise factor pairs. Encourage students to apply systematic listing strategies to ensure that no factors are missed. When finding the factors of greater values, such as 450, prompt them to use division to determine whether one number is a factor of another, reinforcing the connection to multiples from the previous step. If appropriate, challenge students to explore algebraic factors in terms and expressions. Misconceptions and common errors • Students may confuse factors and multiples. • Students may write non-integer values as factors of a number, for example writing 7.5 as a factor of 15 • Students may forget to include 1 and the number itself when identifying factors. • Students may not recognise that an expression may have an algebraic factor. For example, x is a factor of 5x. Year 7 | Summer term | Block 2 – Properties of numbers | Step 2 National Curriculum links • Use the concepts and vocabulary of prime numbers, factors (or divisors), multiples, common factors, common multiples, highest common factor, lowest common multiple, prime factorisation, including using product notation and the unique factorisation property • Simplify and manipulate algebraic expressions to maintain equivalence by: collecting like terms; multiplying a single term over a bracket; taking out common factors; expanding products of two or more binomials Mathematical talk • Explain the difference between a factor of a number and a multiple of a number. • Can a number be both a factor and a multiple? Explain how you know. • Can zero be a factor of a number? Explain how you know. • What method can you use to determine if one number is a factor of another? • How do you know that you have identified all the factors when listing the factors of a number? • Explain why 3 is not a factor of 10 • Can negative numbers be factors of positive numbers? Explain how you know.",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,,high,,False,False,,,,properties of
Year 7,Summer,2,,Properties of,Properties of numbers,3,Prime numbers,"In this small step, students recognise and identify prime numbers. Highlight that a prime number is an integer greater than 1 with exactly two distinct factors, 1 and itself. Remind students that the first prime number is 2, not 1. Encourage the use of division strategies to check for factors other than 1 and the number itself. Link this to times-table knowledge: if a number appears in any times-table other than 1 and itself, it is not prime. Emphasise that 2 is the only even prime number and explore why this is the case. Discuss strategies for spotting divisibility, for example numbers ending in 0, 2, 4, 6 or 8 are divisible by 2 and therefore not prime. If appropriate, students can apply their understanding to algebraic expressions, determining whether they could represent prime numbers. Misconceptions and common errors • Students may assume that all odd numbers are prime. • Students may think that 1 is a prime number. • Students may think that 2 is not a prime number. • Students may confuse factors and multiples when determining if a number is prime. Year 7 | Summer term | Block 2 – Properties of numbers | Step 3 National Curriculum links • Use the concepts and vocabulary of prime numbers, factors (or divisors), multiples, common factors, common multiples, highest common factor, lowest common multiple, prime factorisation, including using product notation and the unique factorisation property Mathematical talk • Describe how you know if a number is prime. • Which number is the only even prime number? Explain how you know. • Are all odd numbers prime? Explain how you know. • When you add two prime numbers together, do they always give an even number? Explain your answer. • Can two prime numbers be added together to give another prime number? Explain how you know. • Is it possible to tell that a number is not prime just by looking at its digits? • Explain why 1 is not a prime number.",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,,high,,False,False,,,,properties of
Year 7,Summer,2,,Properties of,Properties of numbers,4,Write a number as a product of prime factors,"In this small step, students write numbers as a product of their prime factors. Discuss how all non-prime positive integers can be expressed as a product of prime factors, and that this product is unique for each number. Writing answers in index form is not a requirement at this stage, but it can be introduced if appropriate. Highlight key vocabulary such as “express” and “product”, explaining how these terms indicate how the answer should be written. Introduce the term “prime factor decomposition” as another way to describe this process. Begin with numbers that have two or three prime factors and encourage students to use prime factor trees to organise their work, circling prime numbers as they go. This helps them to clearly identify the prime factors and write the number as a product. Misconceptions and common errors • Students may include non-prime numbers as factors, for example 54 = 2 × 3 × 9 • Students may think that a number is prime because it is odd and so stop the factor tree prematurely. • Students may not write the prime factors as a product, but instead list them or write them as a sum. Year 7 | Summer term | Block 2 – Properties of numbers | Step 4 Mathematical talk • What is a prime number? • What is a factor? • How can you write as a product of its prime factors? • When writing a number as a product of its prime factors, does the order of the factors matter? Explain how you know. • Explain why every number has a unique product of prime factors. • Is there more than one way to express a number as a product of its prime factors? Explain how you know. • How can you check that you have correctly written a number as a product of its prime factors? National Curriculum links • Use the concepts and vocabulary of prime numbers, factors (or divisors), multiples, common factors, common multiples, highest common factor, lowest common multiple, prime factorisation, including using product notation and the unique factorisation property",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,,high,,False,False,,,,properties of
Year 7,Summer,2,,Properties of,Properties of numbers,5,"Square, cube and triangular numbers","In this small step, students develop understanding of square, cube and triangular numbers, exploring numerical patterns and relationships. Start by using manipulatives such as counters or cubes to demonstrate how these numbers can be formed, for example showing that square numbers can be arranged to create a perfect square using counters. Once students understand the visual representations, they can progress to drawing the patterns and extending them to greater values. Encourage students to investigate interesting relationships, such as the fact that the sum of two consecutive triangular numbers results in a square number. Misconceptions and common errors • Students may confuse square, cube and triangular numbers. • Students may assume that square, cube or triangular numbers increase proportionally, for example if the 3rd square number is 9, then the 6th square number must be 18 • Students may use manipulatives incorrectly, for example using 8 counters to make a square with a gap in the middle, leading them to think that 8 is a square number. Year 7 | Summer term | Block 2 – Properties of numbers | Step 5 National Curriculum links • Use integer powers and associated real roots (square, cube and higher), recognise powers of 2, 3, 4, 5 and distinguish between exact representations of roots and their decimal approximations Mathematical talk • How do you calculate a square number? • How do you calculate a cube number? • Describe the term-to-term rule for triangular numbers. • What is the 16th square number? Explain how you know. • Can a number be both a square number and a triangular number? Explain how you know. • Why do square numbers always have an odd number of factors? • Can triangular numbers be odd or even? Explain how you know. • Give an example of a square number that is not greater than the number being squared. • Is it possible to build 33 using interlocking cubes? • What do you notice about how cube numbers grow?",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,,high,,False,False,,,,properties of
Year 7,Summer,2,,Properties of,Properties of numbers,6,Square roots and cube roots,"In this small step, students build on their understanding of square and cube numbers and calculate their roots. Start with numbers that have integer square or cube roots, before working with numbers that do not have integer roots. Calculators should be used to find square and cube roots of numbers that do not result in integers. Highlight that negative numbers cannot be square-rooted, as squaring any number (positive or negative) always gives a positive result. Encourage students to explore why negative numbers can be cube-rooted. Misconceptions and common errors • Students may divide a number by 2 to calculate its square root or by 3 to calculate its cube root. • Students may not recognise that square-/cube-rooting is the inverse of squaring/cubing. • Students may believe that all square roots and cube roots are integers. • Students may forget that both positive and negative roots exist. Year 7 | Summer term | Block 2 – Properties of numbers | Step 6 National Curriculum links • Use integer powers and associated real roots (square, cube and higher), recognise powers of 2, 3, 4, 5 and distinguish between exact representations of roots and their decimal approximations Mathematical talk • What is the square root of ? Explain how you know. • What is the cube root of ? Explain how you know. • If n = 5, what is the value of n? Explain how you know. • Explain why a negative number cannot be square-rooted, but a negative number can be cube-rooted. • Between which two whole numbers does 20 lie? Explain how you know. • Explain why 36 = 6, but 36 3 is not a whole number. • What is the same and what is different about 64 and 64 3 ? • Can a number have more than one cube root? Explain how you know. • Can a number have more than one square root? Explain how you know.",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,,high,,False,False,,,,properties of
Year 7,Summer,2,,Properties of,Properties of numbers,7,Explore higher powers and roots  E,"In this extend step, students build on their understanding of powers and roots by exploring powers higher than cubes and their corresponding roots. Encourage discussion around equivalent calculations, for example recognising that 24 = 2 × 2 × 2 × 2, before working out the value. Model how to use a calculator to input higher powers and roots, reminding students to use brackets when entering calculations involving negative numbers. Emphasise that raising a negative number to an odd power results in a negative answer, while an even power results in a positive answer. Ensure that students understand that finding a root is the inverse of raising a number to a power. Misconceptions and common errors • Students may divide the number by the degree of the root instead of finding the root itself, for example working out 256 ÷ 8 instead of finding the 8th root of 256 • Students may confuse the base with the power, for example reading 43 as “3 to the power of 4” or thinking that it is equivalent to 34 • Students may multiply the number by the power directly, rather than multiplying the number by itself repeatedly, for example interpreting 34 as 3 × 4 instead of 3 × 3 × 3 × 3 Year 7 | Summer term | Block 2 – Properties of numbers | Step 7 National Curriculum links • Use integer powers and associated real roots (square, cube and higher), recognise powers of 2, 3, 4, 5 and distinguish between exact representations of roots and their decimal approximations Mathematical talk • What calculation is equivalent to 35? • What is the same and what is different about 64 and 64 6 ? • Explain why the value of (−3)4 is positive but (−3)5 is negative. • Why should brackets be used when raising a negative value to a power? • Which value is greater, 26 or 62? Explain how you know. • If 34 = 81, what is the 4th root of 81? Explain how you know. • What is the same and what is different about (−5)4 and −54? • Is the root of a number always smaller than the original number? Explain how you know. E",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,,high,,False,False,,,,properties of
Year 7,Summer,2,,Properties of,Properties of numbers,8,Highest common factor (HCF),"In this small step, students build on their understanding of factors to find the highest common factor (HCF) of two or more numbers. Start by asking students to identify and list the factors of each number, emphasising the meaning of “common” in this context. They should highlight all the common factors before selecting the greatest one. Emphasise that while a prime number has only two factors, it can still have an HCF with another number and that the HCF of a pair of numbers can be 1. Once students are confident, introduce word problems involving everyday contexts and challenges involving three or more numbers. Misconceptions and common errors • Students may confuse the highest common factor and lowest common multiple. • Students may find a common factor that is not the highest common factor. • Students may not list all the factors of a number. • Students may believe that prime numbers have no common factors with other numbers. • Students may believe that 1 cannot be the highest common factor of a pair of numbers. Year 7 | Summer term | Block 2 – Properties of numbers | Step 8 Mathematical talk • What are the factors of ? • What does “common factor” mean? • What are the common factors of and ? • How do you know when you have found the highest common factor of two numbers? • What do you notice about the highest common factor of two numbers when one is a multiple of the other? • Can two numbers have a highest common factor of 1? Explain how you know. • Can two numbers have more than one highest common factor? Explain how you know. • Can two odd numbers have an even highest common factor? Explain how you know. National Curriculum links • Use the concepts and vocabulary of prime numbers, factors (or divisors), multiples, common factors, common multiples, highest common factor, lowest common multiple, prime factorisation, including using product notation and the unique factorisation property",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,,high,,False,False,,,,properties of
Year 7,Summer,2,,Properties of,Properties of numbers,9,Lowest common multiple (LCM),"In this small step, students develop their understanding of multiples to find the lowest common multiple (LCM) of two or more numbers. Encourage a systematic approach when listing multiples, and discuss with students that, while multiples are infinite, they only need to list enough to identify a common one. Prompt them to highlight any common multiples before identifying the lowest common multiple. Once confident, students can progress to word problems and examples involving more than two numbers. Discuss the difference between the highest common factor and the lowest common multiple, helping students to understand when each one is used. Misconceptions and common errors • Students may confuse the highest common factor and the lowest common multiple. • Students may assume that the product of the two numbers is the lowest common multiple, for example that 36 is the lowest common multiple of 3 and 12 • Students may incorrectly list the multiples of two numbers. Year 7 | Summer term | Block 2 – Properties of numbers | Step 9 Mathematical talk • List the first ten multiples of • What are some common multiples of and ? • What is the lowest common multiple of and ? • Explain why the product of two numbers will be a common multiple of the numbers. • When is the lowest common multiple of two numbers not the same as their product? • Do all pairs of numbers have a lowest common multiple? Explain how you know. • Can the lowest common multiple of two numbers ever be the same as one of the numbers? Explain how you know. • Is it possible to work out the highest common multiple? Explain how you know. National Curriculum links • Use the concepts and vocabulary of prime numbers, factors (or divisors), multiples, common factors, common multiples, highest common factor, lowest common multiple, prime factorisation, including using product notation and the unique factorisation property",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,,high,,False,False,,,,properties of
Year 7,Summer,2,,Properties of,Properties of numbers,10,HCF and LCM from a Venn diagram  E,"In this extend step, students build on previous learning to use Venn diagrams to find the highest common factor (HCF) and lowest common multiple (LCM). Ensure that students are confident in expressing numbers as a product of their prime factors before introducing this method. Model how to represent the prime factors of two numbers in a Venn diagram, emphasising that the intersection shows the shared prime factors. Explain that multiplying the numbers in the intersection gives the highest common factor, while multiplying all the numbers in the Venn diagram gives the lowest common multiple. Misconceptions and common errors • Students may confuse which factors are multiplied to calculate the highest common factor or the lowest common multiple. • Students may duplicate prime factors in the Venn diagrams when they appear in both numbers. • Students may not understand that if there are no common prime factors in the intersection, then the highest common factor is 1 Year 7 | Summer term | Block 2 – Properties of numbers | Step 10 Mathematical talk • Express as a product of its prime factors. • Where in the Venn diagram do you write the common prime factors? • How do you calculate the highest common factor from a Venn diagram? • How do you calculate the lowest common multiple from a Venn diagram? • Explain why multiplying all the prime factors in the Venn diagram gives the lowest common multiple. • If two numbers have no common prime factors, what does the intersection of the Venn diagram contain? What does this tell you about their highest common factor? • What is the highest common factor when there are no common prime factors in the intersection of the Venn diagram? E National Curriculum links • Use the concepts and vocabulary of prime numbers, factors (or divisors), multiples, common factors, common multiples, highest common factor, lowest common multiple, prime factorisation, including using product notation and the unique factorisation property",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,,high,,False,False,,,,properties of
Year 7,Summer,2,,Properties of,Properties of numbers,11,Use factors to simplify calculations  E,"In this extend step, students develop flexibility in representing numbers by expressing them as a product of factors to simplify calculations. Encourage students to rewrite numbers in ways that make mental or written methods more efficient. For example, in the calculation 16 × 50, students could express 16 as 4 × 4 and 50 as 25 × 2, recognising that 4 × 25 = 100 and so simplifying the calculation to 100 × 4 × 2. Discuss the commutative property of multiplication, showing how reordering factors can make calculations easier. The focus is not on prime factorisation but on selecting factor groupings that simplify the process, helping students to develop efficient strategies for working without a calculator. Misconceptions and common errors • Students may write a value as a product of its prime factors, without considering how other representations may be more efficient. • Students may attempt to calculate the products in the order they are given, rather than looking for useful factor pairs that simplify the calculation, such as numbers that multiply to make 10 or 100 Year 7 | Summer term | Block 2 – Properties of numbers | Step 11 Mathematical talk • What are some useful factors of a number to identify? • Why is it useful to identify pairs of factors that multiply to give 10 or 100? • Write as a product of its factors. • Is writing a value as a product of its prime factors always the most efficient method? Explain how you know. • How many different ways can you express as a product of its factors? • Which product of factors is the most efficient for the calculation? Explain how you know. • Explain why multiplying the factors in any order still gives the same answer. E National Curriculum links • Use the concepts and vocabulary of prime numbers, factors (or divisors), multiples, common factors, common multiples, highest common factor, lowest common multiple, prime factorisation, including using product notation and the unique factorisation property",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,WRE Maths v3 Y7 SUM B2 SOL - Properties of numbers.pdf,,high,,False,False,,,,properties of
Year 7,Summer,3,,Fractions,Add and subtract fractions,1,Simplify fractions,"In this small step, students build on their understanding of simplifying fractions from Key Stage 2 Students apply understanding of common factors to simplify fractions and recognise when a fraction is already in its simplest form. It may be necessary to revisit factors explicitly to support students who find this step challenging. Emphasise that a fraction is fully simplified when the numerator and denominator share no common factors. Encourage students to simplify in a single step, but also model how fractions can be simplified in multiple steps. Highlight useful strategies, such as noticing when both the numerator and denominator are even, to provide accessible starting points for simplification, before moving on to higher common factors. Misconceptions and common errors • Students may not notice a common factor when the numerator and denominator are not even. • Students may only partially simplify a fraction. • Students may cancel digits rather than factors, for example simplifying 24 32 to 4 3 by “crossing out 2s”. Year 7 | Summer term | Block 3 – Add and subtract fractions | Step 1 National Curriculum links • Use the concepts and vocabulary of prime numbers, factors (or divisors), multiples, common factors, common multiples, highest common factor, lowest common multiple, prime factorisation, including using product notation and the unique factorisation property Mathematical talk • Is the fraction fully simplified? Explain how you know. • What is a common factor of the numerator and the denominator? • Are the numerator and denominator even? How does this help you to decide a potential first step? • Can a fraction be simplified if it contains a prime number? Explain how you know. • How do you simplify the fraction in more than one step? Can you simplify the fraction in one step? • Can a simplified fraction contain a decimal? Explain your answer. • Which is the highest common factor of and ?",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,,high,,False,False,,,,fractions
Year 7,Summer,3,,Fractions,Add and subtract fractions,2,Convert between mixed numbers and improper fractions,"In this small step, students convert between mixed numbers and improper fractions. Ensure that students understand the difference between a mixed number and an improper fraction. Remind them that a mixed number shows the whole number and a separate fractional part, while an improper fraction expresses the same quantity as a single fraction based on the denominator, with both forms representing values greater than 1. Visual models, such as bar models and number lines, are effective tools for demonstrating the conversion process, as they highlight the total number of wholes alongside the remaining fractional part. Where appropriate, challenge students to generalise a method for conversion, for example a b c = ac + b c . Misconceptions and common errors • Students may believe that a fraction cannot be greater than 1, as fractions represent part of a whole. • When converting a mixed number to an improper fraction, students may multiply the whole by the numerator and add the denominator, for example 2 2 5 = 9 5 Year 7 | Summer term | Block 3 – Add and subtract fractions | Step 2 National Curriculum links • Use the four operations, including formal written methods, applied to integers, decimals, proper and improper fractions, and mixed numbers, all both positive and negative Mathematical talk • What is a mixed number? • What is an improper fraction? • How can a mixed number be expressed as an improper fraction? • Can you draw a bar model to represent the information? Explain your model. • How many wholes are there in 15 4 ? Explain how you know. What is the remaining fraction? How do you write 15 4 as a mixed number? • How many thirds are there in 2 wholes? Explain how you know. • Is 12 8 greater than 1? Explain how you know. • Is there an equivalent mixed number for every improper fraction? Explain your answer.",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,,high,,False,False,,,,fractions
Year 7,Summer,3,,Fractions,Add and subtract fractions,3,Add and subtract fractions with the same denominator,"In this small step, students add and subtract fractions with the same denominator, revisiting learning from Key Stage 2 Start by reinforcing the fundamental idea that a fraction represents equal parts, with the denominator indicating how many equal parts the whole is divided into. Bar models provide an effective visual representation, as they can be used to show the total number of equal parts when adding fractions, or the remaining parts when subtracting. Using bar models alongside abstract calculations helps to strengthen students’ conceptual understanding. Students should also work with non-unit fractions and mixed numbers. Misconceptions and common errors • Students may add the denominators as well as the numerators. • Students may add when they should subtract the fractions. • Students may not convert a mixed number to an improper fraction before performing a calculation, leading to an incorrect answer. Year 7 | Summer term | Block 3 – Add and subtract fractions | Step 3 National Curriculum links • Use the four operations, including formal written methods, applied to integers, decimals, proper and improper fractions, and mixed numbers, all both positive and negative Mathematical talk • What fraction remains if you subtract 2 7 from 5 7? • How could you draw a bar model to represent the calculation? • Explain why you do not add/subtract the denominators. • Will the answer be greater than 1 whole? How do you know? • How can you write your answer as a mixed number? • Is it possible to have a negative fraction? Explain your answer. • Can your answer be simplified? Explain how you know. • How many make 1 whole? • How many are there in total?",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,,high,,False,False,,,,fractions
Year 7,Summer,3,,Fractions,Add and subtract fractions,4,Add and subtract with fractions and integers,"In this small step, students develop their understanding of adding and subtracting fractions with integers. Start with subtracting a fraction from 1, reinforcing that a whole can be expressed as an equivalent fraction, for example 1 − 2 3 = 3 3 − 2 3. Extend this to wholes greater than 1. When students are confident, introduce a partitioning method, where they partition the integers before subtracting, for example 5 − 3 7 = 4 + 1 − 3 7. Students should also practise adding fractions to whole numbers, using similar approaches. Remind them that improper fractions can be rewritten as mixed numbers, allowing the integer parts to be added together. Bar models are an effective representation for visualising the relationship between wholes and fractional parts. Misconceptions and common errors • When adding, students may not adjust the integer when the fractional part gives an improper fraction, for example 1 3 4 + 2 4 = 2 5 4 • Students may add/subtract the numerator to/from the integer, for example 1 + 3 5 = 4 5 Year 7 | Summer term | Block 3 – Add and subtract fractions | Step 4 Mathematical talk • How can an integer be written in thirds/quarters/fifths? • Is the fraction greater than 1? How do you know? • Can the fraction be written as a mixed number? Explain how you know. • How many wholes are there in total? • Do you always need to write the integer as a fraction before performing the calculation? Explain your answer. • How does partitioning help when subtracting fractions from integers? • Will the answer always be a fraction? Explain your answer. • How can you draw a bar model to represent the calculation? • How many are there in 1 whole? National Curriculum links • Use the four operations, including formal written methods, applied to integers, decimals, proper and improper fractions, and mixed numbers, all both positive and negative",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,,high,,False,False,,,,fractions
Year 7,Summer,3,,Fractions,Add and subtract fractions,5,Add and subtract fractions where denominators share a,"In this small step, students build on their understanding of lowest common multiples and their prior work with adding and subtracting fractions that share the same denominator. It is useful to make an explicit connection to the earlier step, extending it to cases where a common denominator must first be found. The focus should be on fractions with denominators that have a simple common multiple, for example 1 3 + 5 6, so that only one fraction needs to be adjusted to find a common denominator. Where appropriate, provide further challenge by including calculations with three fractions, in which one denominator is a multiple of the others. Misconceptions and common errors • Students may not identify that one of the denominators is a multiple of the others and may not use the lowest common multiple when finding equivalent fractions. • Students may add the numerators together and add the denominators together after finding an equivalent fraction. • Students may add the numerators together without finding a common denominator first. Year 7 | Summer term | Block 3 – Add and subtract fractions | Step 5 National Curriculum links • Use the four operations, including formal written methods, applied to integers, decimals, proper and improper fractions, and mixed numbers, all both positive and negative Mathematical talk • Why do you need common denominators to add or subtract fractions? • Which fraction(s) should be adjusted to make the denominators the same? • Why is it important to multiply the numerator and denominator by the same value when calculating an equivalent fraction? • What is an equivalent fraction to ? • Explain why you only add and subtract the numerators when the denominators are the same. • Can you simplify your answer? Explain how you know. • What is the lowest common denominator of and ?",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,,high,,False,False,,,,fractions
Year 7,Summer,3,,Fractions,Add and subtract fractions,6,Add and subtract fractions with any denominator,"In this small step, students add and subtract fractions with different denominators by rewriting each fraction as an equivalent fraction with a common denominator. Building on their prior knowledge, students identify a common multiple of the denominators. Discuss that, while any common multiple can be used, the lowest common multiple (LCM) is the most efficient choice. Begin with examples where the product of the denominators is the lowest common multiple, before progressing to cases where students either calculate the lowest common multiple using another method or simplify their final answer if they choose a different common multiple as the denominator. Once secure with two fractions, challenge students by including calculations that involve three fractions. Misconceptions and common errors • Students may incorrectly identify the lowest common multiple of the denominators. • Students may add/subtract the numerators and denominators without using equivalent fractions. Year 7 | Summer term | Block 3 – Add and subtract fractions | Step 6 National Curriculum links • Use the four operations, including formal written methods, applied to integers, decimals, proper and improper fractions, and mixed numbers, all both positive and negative Mathematical talk • Why do you need a common denominator to add or subtract fractions? • Why do you not always multiply the denominators to find their lowest common multiple? • What is the lowest common multiple of and ? Explain how you know. • Why is it more efficient to use the lowest common multiple of the denominators, rather than any common multiple? • How can you rewrite the calculation so that the fractions have the same denominators? • Will the answer be greater than 1? Explain how you know. • Can you simplify your answer? Explain how you know. • How can you write your answer as a mixed number?",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,,high,,False,False,,,,fractions
Year 7,Summer,3,,Fractions,Add and subtract fractions,7,Add and subtract improper fractions and mixed numbers,"In this small step, students add and subtract fractions expressed as mixed numbers and improper fractions. It is useful to explore multiple methods for adding and subtracting mixed numbers so that students can choose the most efficient approach. Model the process of rewriting a mixed number as an improper fraction before finding a common denominator. Alternatively, students may apply the partitioning method, working with the integer and fractional parts separately. Challenge students who are confident working with directed number, to complete calculations that include negative fractions, for example −13 4 + 12 5 Misconceptions and common errors • Students may convert a mixed number to an improper fraction incorrectly. • Students may add/subtract the integers and fractions separately without adjusting the overall integer when the fraction is greater than 1 or less than zero, for example 3 4 5 + 2 3 10 = 5 11 10 instead of 6 1 10 Year 7 | Summer term | Block 3 – Add and subtract fractions | Step 7 National Curriculum links • Use the four operations, including formal written methods, applied to integers, decimals, proper and improper fractions, and mixed numbers, all both positive and negative Mathematical talk • How do you convert between mixed numbers and improper fractions? • Explain why the denominators must be the same to add or subtract the fractions. • What is the lowest common multiple of and ? • Is there a more efficient way of performing the calculation? • Is the fractional part greater than 1? How can you rewrite your answer? • Explain how you can use the partitioning method when subtracting mixed numbers. • Is it possible to have a negative fraction? Explain your answer. • Can your answer be written as a mixed number? Explain how you know.",WR_PDF/Year 7/y7_summer_backfill/WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,WRE Maths v3 Y7 SUM B3 SOL Add and subtract fractions.pdf,,high,,False,False,,,,fractions
