year,age,term,difficulty,topic,small_step_num,small_step_num_in_topic,small_step_num_global,small_step,small_step_name,small_step_desc,ss_wr_desc,ss_desc_validated,ss_desc_validated_source,small_step_id,small_step_key,rank,recommendation_num,recommendation_id,video_id,title,video_title,channel,duration,duration_formatted,semantic_score,alignment_score,instruction_score,combined_score,alignment_justification,instruction_justification,run_signature
Year 1,5-6,Autumn,,Place value within 10,8,8,8,Count backwards within 10,Count backwards within 10,"learn to count backwards within 10 Children can find counting backwards tricky. The use of songs and rhymes can be particularly useful to help develop this skill. As in the previous steps, it is also useful to use cubes and number tracks to support children. Countdowns are a fun way to reinforce counting backwards, such as a countdown to a rocket launch or a countdown to the start of a race. Being able to count backwards will help children when they begin to learn about subtraction, where one method that they may use is counting back.","learn to count backwards within 10 Children can find counting backwards tricky. The use of songs and rhymes can be particularly useful to help develop this skill. As in the previous steps, it is also useful to use cubes and number tracks to support children. Countdowns are a fun way to reinforce counting backwards, such as a countdown to a rocket launch or a countdown to the start of a race. Being able to count backwards will help children when they begin to learn about subtraction, where one method that they may use is counting back.","learn to count backwards within 10 Children can find counting backwards tricky. The use of songs and rhymes can be particularly useful to help develop this skill. As in the previous steps, it is also useful to use cubes and number tracks to support children. Countdowns are a fun way to reinforce counting backwards, such as a countdown to a rocket launch or a countdown to the start of a race. Being able to count backwards will help children when they begin to learn about subtraction, where one method that they may use is counting back.",baseline,Year 1_5-6_Autumn__Place value within 10_8_Count backwards within 10,year-1__5-6__autumn__blank__place-value-within-10__8__count-backwards-within-10,1,1,Year 1_5-6_Autumn__Place value within 10_8_Count backwards within 10_recommendation_1,UynJ1NE-PS0,Counting Forward and Back - Number Line Practice for Kindergarten,Counting Forward and Back - Number Line Practice for Kindergarten,Miacademy_&_MiaPrep_Learning_Channel,00:05:47,00:05:47,0.8045,70.0,85.0,0.795,"The video focuses on counting backwards, which aligns with the target objective of counting backwards within 10. However, the countdown starts from 15, which may be too advanced for learners aged 5-6 who are new to the topic. While the use of a number line and engaging characters is suitable, the scope drifts into counting forwards, which is not the primary objective.","The transcript effectively engages young learners by incorporating a fun narrative with characters and a space theme, which helps maintain their interest. It focuses on counting backward and forward, providing clear examples and prompts for participation. However, while it introduces counting backward well, it could benefit from more visual aids or diagrams to reinforce the concept further.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Place value within 10,8,8,8,Count backwards within 10,Count backwards within 10,"learn to count backwards within 10 Children can find counting backwards tricky. The use of songs and rhymes can be particularly useful to help develop this skill. As in the previous steps, it is also useful to use cubes and number tracks to support children. Countdowns are a fun way to reinforce counting backwards, such as a countdown to a rocket launch or a countdown to the start of a race. Being able to count backwards will help children when they begin to learn about subtraction, where one method that they may use is counting back.","learn to count backwards within 10 Children can find counting backwards tricky. The use of songs and rhymes can be particularly useful to help develop this skill. As in the previous steps, it is also useful to use cubes and number tracks to support children. Countdowns are a fun way to reinforce counting backwards, such as a countdown to a rocket launch or a countdown to the start of a race. Being able to count backwards will help children when they begin to learn about subtraction, where one method that they may use is counting back.","learn to count backwards within 10 Children can find counting backwards tricky. The use of songs and rhymes can be particularly useful to help develop this skill. As in the previous steps, it is also useful to use cubes and number tracks to support children. Countdowns are a fun way to reinforce counting backwards, such as a countdown to a rocket launch or a countdown to the start of a race. Being able to count backwards will help children when they begin to learn about subtraction, where one method that they may use is counting back.",baseline,Year 1_5-6_Autumn__Place value within 10_8_Count backwards within 10,year-1__5-6__autumn__blank__place-value-within-10__8__count-backwards-within-10,2,2,Year 1_5-6_Autumn__Place value within 10_8_Count backwards within 10_recommendation_2,NZVtJIdLFuU,One More and One Less - Beginning Math for Kids!,One More and One Less - Beginning Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel,00:08:25,00:08:25,0.7945,70.0,85.0,0.7895,"The video focuses on finding one more or one less than numbers within 10, which is related to the target objective of counting backwards within 10. However, while it touches on counting backwards, the main emphasis is on counting forwards and the concept of one more/one less, which may not fully align with the specific focus on counting backwards. The age suitability is appropriate, but the objective match could be stronger.","The transcript effectively explains the concept of counting backwards and forwards within 10, using relatable examples and engaging language appropriate for young learners. It maintains a focus on the single concept of finding one more or one less, incorporates interactive prompts for student engagement, and uses a number line and fingers as visual aids to reinforce understanding. However, it could benefit from slightly clearer definitions of terms like 'one more' and 'one less' to enhance comprehension for very young learners.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Place value within 10,8,8,8,Count backwards within 10,Count backwards within 10,"learn to count backwards within 10 Children can find counting backwards tricky. The use of songs and rhymes can be particularly useful to help develop this skill. As in the previous steps, it is also useful to use cubes and number tracks to support children. Countdowns are a fun way to reinforce counting backwards, such as a countdown to a rocket launch or a countdown to the start of a race. Being able to count backwards will help children when they begin to learn about subtraction, where one method that they may use is counting back.","learn to count backwards within 10 Children can find counting backwards tricky. The use of songs and rhymes can be particularly useful to help develop this skill. As in the previous steps, it is also useful to use cubes and number tracks to support children. Countdowns are a fun way to reinforce counting backwards, such as a countdown to a rocket launch or a countdown to the start of a race. Being able to count backwards will help children when they begin to learn about subtraction, where one method that they may use is counting back.","learn to count backwards within 10 Children can find counting backwards tricky. The use of songs and rhymes can be particularly useful to help develop this skill. As in the previous steps, it is also useful to use cubes and number tracks to support children. Countdowns are a fun way to reinforce counting backwards, such as a countdown to a rocket launch or a countdown to the start of a race. Being able to count backwards will help children when they begin to learn about subtraction, where one method that they may use is counting back.",baseline,Year 1_5-6_Autumn__Place value within 10_8_Count backwards within 10,year-1__5-6__autumn__blank__place-value-within-10__8__count-backwards-within-10,3,3,Year 1_5-6_Autumn__Place value within 10_8_Count backwards within 10_recommendation_3,PuaaC4GSP7s,Counting Forward and Back - Numbers Between 1 and 20,Counting Forward and Back - Numbers Between 1 and 20,Miacademy_&_MiaPrep_Learning_Channel,00:05:47,00:05:47,0.7015,70.0,85.0,0.7383,"The video does focus on counting backward, which aligns with the target objective of counting backwards within 10. However, it includes counting forward to 20 and uses numbers beyond 10, which may confuse learners who are new to the topic. The age suitability is appropriate, but the scope could be more tightly focused on the specific target of counting backwards within 10.","The transcript effectively engages young learners by using a fun narrative with characters and a clear focus on counting forward and backward. It introduces the concept with relatable tools like a number line, and the language is appropriate for the age group, making it easy for them to follow along. However, while it includes some engagement prompts, it could benefit from more interactive elements to further enhance student participation.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Place value within 10,9,9,9,1 less,1 less,"Once children are confident counting backwards and placing numbers on a track, the language of “1 less” can be introduced. need to know that 1 less is the number before and they should use their counting skills or a number track to help them. It is important to make references back to previous learning on finding 1 more, so that children understand that finding 1 less is the opposite of finding 1 more. Cubes are a useful manipulative to show the concept of “1 less”, as children can link this to the everyday activity of walking down the stairs.","Once children are confident counting backwards and placing numbers on a track, the language of “1 less” can be introduced. need to know that 1 less is the number before and they should use their counting skills or a number track to help them. It is important to make references back to previous learning on finding 1 more, so that children understand that finding 1 less is the opposite of finding 1 more. Cubes are a useful manipulative to show the concept of “1 less”, as children can link this to the everyday activity of walking down the stairs.","Once children are confident counting backwards and placing numbers on a track, the language of “1 less” can be introduced. need to know that 1 less is the number before and they should use their counting skills or a number track to help them. It is important to make references back to previous learning on finding 1 more, so that children understand that finding 1 less is the opposite of finding 1 more. Cubes are a useful manipulative to show the concept of “1 less”, as children can link this to the everyday activity of walking down the stairs.",baseline,Year 1_5-6_Autumn__Place value within 10_9_1 less,year-1__5-6__autumn__blank__place-value-within-10__9__1-less,1,1,Year 1_5-6_Autumn__Place value within 10_9_1 less_recommendation_1,NZVtJIdLFuU,One More and One Less - Beginning Math for Kids!,One More and One Less - Beginning Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel,00:08:25,00:08:25,0.8375,90.0,85.0,0.8531,"The video effectively introduces the concept of '1 less' by using a number line and counting backwards, which aligns well with the target objective. It also reinforces the connection to '1 more' and engages the age group with relatable examples, although it could have included more explicit references to everyday activities like walking down stairs.","The transcript effectively introduces the concept of 'one more' and 'one less' using relatable examples and a number line, which is appropriate for young learners. It maintains focus on the core concept throughout and includes engaging prompts for student participation, although some language could be simplified further to enhance clarity for 5-6 year olds.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Place value within 10,9,9,9,1 less,1 less,"Once children are confident counting backwards and placing numbers on a track, the language of “1 less” can be introduced. need to know that 1 less is the number before and they should use their counting skills or a number track to help them. It is important to make references back to previous learning on finding 1 more, so that children understand that finding 1 less is the opposite of finding 1 more. Cubes are a useful manipulative to show the concept of “1 less”, as children can link this to the everyday activity of walking down the stairs.","Once children are confident counting backwards and placing numbers on a track, the language of “1 less” can be introduced. need to know that 1 less is the number before and they should use their counting skills or a number track to help them. It is important to make references back to previous learning on finding 1 more, so that children understand that finding 1 less is the opposite of finding 1 more. Cubes are a useful manipulative to show the concept of “1 less”, as children can link this to the everyday activity of walking down the stairs.","Once children are confident counting backwards and placing numbers on a track, the language of “1 less” can be introduced. need to know that 1 less is the number before and they should use their counting skills or a number track to help them. It is important to make references back to previous learning on finding 1 more, so that children understand that finding 1 less is the opposite of finding 1 more. Cubes are a useful manipulative to show the concept of “1 less”, as children can link this to the everyday activity of walking down the stairs.",baseline,Year 1_5-6_Autumn__Place value within 10_9_1 less,year-1__5-6__autumn__blank__place-value-within-10__9__1-less,2,2,Year 1_5-6_Autumn__Place value within 10_9_1 less_recommendation_2,CBn8gYPjyZ8,One More and One Less - Find Numbers Before and After,One More and One Less - Find Numbers Before and After,Miacademy_&_MiaPrep_Learning_Channel,00:05:32,00:05:32,0.8143,90.0,85.0,0.8404,"The transcript effectively introduces the concept of '1 less' through engaging characters and a number line, aligning well with the target objective. It emphasizes the relationship between '1 less' and '1 more,' which is crucial for understanding place value, and provides opportunities for practice suitable for the age group. However, while it covers the objective well, it could include more references to previous learning about '1 more' to strengthen the connection.","The transcript effectively introduces the concept of '1 less' through engaging characters and a clear narrative that connects to the number line. It maintains a focus on the single concept of finding one less and uses simple language appropriate for young learners, while also incorporating interactive prompts to encourage student engagement. However, it could benefit from more explicit visual aids or diagrams to further illustrate the concept.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Place value within 10,9,9,9,1 less,1 less,"Once children are confident counting backwards and placing numbers on a track, the language of “1 less” can be introduced. need to know that 1 less is the number before and they should use their counting skills or a number track to help them. It is important to make references back to previous learning on finding 1 more, so that children understand that finding 1 less is the opposite of finding 1 more. Cubes are a useful manipulative to show the concept of “1 less”, as children can link this to the everyday activity of walking down the stairs.","Once children are confident counting backwards and placing numbers on a track, the language of “1 less” can be introduced. need to know that 1 less is the number before and they should use their counting skills or a number track to help them. It is important to make references back to previous learning on finding 1 more, so that children understand that finding 1 less is the opposite of finding 1 more. Cubes are a useful manipulative to show the concept of “1 less”, as children can link this to the everyday activity of walking down the stairs.","Once children are confident counting backwards and placing numbers on a track, the language of “1 less” can be introduced. need to know that 1 less is the number before and they should use their counting skills or a number track to help them. It is important to make references back to previous learning on finding 1 more, so that children understand that finding 1 less is the opposite of finding 1 more. Cubes are a useful manipulative to show the concept of “1 less”, as children can link this to the everyday activity of walking down the stairs.",baseline,Year 1_5-6_Autumn__Place value within 10_9_1 less,year-1__5-6__autumn__blank__place-value-within-10__9__1-less,3,3,Year 1_5-6_Autumn__Place value within 10_9_1 less_recommendation_3,nh-ZchJkIYA,EYFS - 1 More & 1 Less Using Objects,EYFS - 1 More & 1 Less Using Objects,Your_Talking_Teacher,00:09:44,00:09:44,0.818,90.0,75.0,0.8174,"The transcript effectively aligns with the target curriculum objective by focusing on '1 less' and incorporating counting skills and number lines, which are essential for learners aged 5-6. It also emphasizes the importance of ordering numbers and relates the concept of '1 less' to previous learning about '1 more', making it suitable for new learners of the topic.","The transcript effectively introduces the concept of '1 less' through engaging activities and clear examples, maintaining a focus on a single concept throughout. However, the language is somewhat complex for 5-6 year olds, and while there are prompts for student engagement, the introduction of new terms could be simplified or better defined to enhance understanding.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Place value within 10,10,10,10,Compare groups by matching,Compare groups by matching,"match one object with another to compare groups. This is sometimes referred to as one-to-one correspondence, where children check if, for example, there are enough presents for everyone to have one each. Children should be exposed to situations where there are too many, not enough or just the right amount. Children should be encouraged to move physical objects or draw lines between pictorial representations to support them in matching. At this stage, children do not need to know the exact difference between the groups if there is a difference.","match one object with another to compare groups. This is sometimes referred to as one-to-one correspondence, where children check if, for example, there are enough presents for everyone to have one each. Children should be exposed to situations where there are too many, not enough or just the right amount. Children should be encouraged to move physical objects or draw lines between pictorial representations to support them in matching. At this stage, children do not need to know the exact difference between the groups if there is a difference.","match one object with another to compare groups. This is sometimes referred to as one-to-one correspondence, where children check if, for example, there are enough presents for everyone to have one each. Children should be exposed to situations where there are too many, not enough or just the right amount. Children should be encouraged to move physical objects or draw lines between pictorial representations to support them in matching. At this stage, children do not need to know the exact difference between the groups if there is a difference.",baseline,Year 1_5-6_Autumn__Place value within 10_10_Compare groups by matching,year-1__5-6__autumn__blank__place-value-within-10__10__compare-groups-by-matching,1,1,Year 1_5-6_Autumn__Place value within 10_10_Compare groups by matching_recommendation_1,QBJ6B472we4,Compare Objects by Matching,Compare Objects by Matching,Learnxplore,00:11:05,00:11:05,0.7461,90.0,75.0,0.7779,"The transcript effectively focuses on comparing groups through matching, which aligns well with the curriculum objective of one-to-one correspondence. It engages young learners by using physical objects and drawing lines, while also introducing key vocabulary like 'enough' and 'too many'. However, there is a slight drift into broader concepts like counting and one less, which could be minimized for better alignment.","The transcript effectively introduces the concept of comparing groups through matching, using simple language and engaging prompts that encourage participation. However, while it includes some examples and encourages movement and drawing, the explanations could benefit from clearer definitions of terms like 'enough' and 'too many,' and more focused examples to reinforce the core concept without introducing too many additional ideas.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Place value within 10,10,10,10,Compare groups by matching,Compare groups by matching,"match one object with another to compare groups. This is sometimes referred to as one-to-one correspondence, where children check if, for example, there are enough presents for everyone to have one each. Children should be exposed to situations where there are too many, not enough or just the right amount. Children should be encouraged to move physical objects or draw lines between pictorial representations to support them in matching. At this stage, children do not need to know the exact difference between the groups if there is a difference.","match one object with another to compare groups. This is sometimes referred to as one-to-one correspondence, where children check if, for example, there are enough presents for everyone to have one each. Children should be exposed to situations where there are too many, not enough or just the right amount. Children should be encouraged to move physical objects or draw lines between pictorial representations to support them in matching. At this stage, children do not need to know the exact difference between the groups if there is a difference.","match one object with another to compare groups. This is sometimes referred to as one-to-one correspondence, where children check if, for example, there are enough presents for everyone to have one each. Children should be exposed to situations where there are too many, not enough or just the right amount. Children should be encouraged to move physical objects or draw lines between pictorial representations to support them in matching. At this stage, children do not need to know the exact difference between the groups if there is a difference.",baseline,Year 1_5-6_Autumn__Place value within 10_10_Compare groups by matching,year-1__5-6__autumn__blank__place-value-within-10__10__compare-groups-by-matching,2,2,Year 1_5-6_Autumn__Place value within 10_10_Compare groups by matching_recommendation_2,lRTSExcr92Y,Understanding Common Core Math (Standard K.CC.C.6),Understanding Common Core Math (Standard K.CC.C.6),Understanding_Common_Core_Math,00:06:44,00:06:44,0.7853,75.0,60.0,0.7319,"The video aligns well with the target objective of comparing groups through matching, as it emphasizes one-to-one correspondence and encourages physical manipulation of objects. However, it introduces terminology like 'greater than' and 'less than' which may be too advanced for 5-6 year-olds who are new to the topic, potentially drifting slightly from the age suitability focus.","The transcript provides a basic introduction to comparing groups using matching, which aligns with the curriculum objective. However, it uses complex language and terms like 'greater than' and 'less than' without sufficient simplification or visual aids, which may confuse young learners. Additionally, while it includes examples, the explanations could be more focused on one concept at a time and incorporate more engaging prompts for the children.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Place value within 10,10,10,10,Compare groups by matching,Compare groups by matching,"match one object with another to compare groups. This is sometimes referred to as one-to-one correspondence, where children check if, for example, there are enough presents for everyone to have one each. Children should be exposed to situations where there are too many, not enough or just the right amount. Children should be encouraged to move physical objects or draw lines between pictorial representations to support them in matching. At this stage, children do not need to know the exact difference between the groups if there is a difference.","match one object with another to compare groups. This is sometimes referred to as one-to-one correspondence, where children check if, for example, there are enough presents for everyone to have one each. Children should be exposed to situations where there are too many, not enough or just the right amount. Children should be encouraged to move physical objects or draw lines between pictorial representations to support them in matching. At this stage, children do not need to know the exact difference between the groups if there is a difference.","match one object with another to compare groups. This is sometimes referred to as one-to-one correspondence, where children check if, for example, there are enough presents for everyone to have one each. Children should be exposed to situations where there are too many, not enough or just the right amount. Children should be encouraged to move physical objects or draw lines between pictorial representations to support them in matching. At this stage, children do not need to know the exact difference between the groups if there is a difference.",baseline,Year 1_5-6_Autumn__Place value within 10_10_Compare groups by matching,year-1__5-6__autumn__blank__place-value-within-10__10__compare-groups-by-matching,3,3,Year 1_5-6_Autumn__Place value within 10_10_Compare groups by matching_recommendation_3,BWI2f6Yr1hA,Comparing Groups of Objects,Comparing Groups of Objects,LBC_Math_Methods,00:07:00,00:07:00,0.7113,85.0,65.0,0.7237,"The transcript effectively focuses on comparing groups of teddy bears using one-to-one correspondence, aligning well with the target objective of matching objects to determine which group has more, fewer, or the same amount. It maintains age-appropriate language and activities suitable for 5-6 year olds, though it could benefit from more emphasis on physical manipulation of objects by the learners themselves.","The transcript effectively introduces the concept of comparing groups using teddy bears, which is relatable for young learners. However, it contains some complex language and concepts, such as 'more,' 'fewer,' and 'as many,' which may not be fully understood by 5-6 year olds without clearer definitions and simpler explanations. Additionally, while there are some engagement prompts, the overall structure could be more focused on one concept at a time to enhance understanding.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Place value within 10,11,11,11,"Fewer, more, same","Fewer, more, same","compare numbers of objects. It is important to ensure that children have clear understanding of new vocabulary such as “fewer”, “more” and “same”. They need to practise using the words in a variety of contexts in the same way that they need to practise working with numbers in a variety of contexts. In particular, the word “fewer” can be tricky, as many adults tend to incorrectly use the word “less” instead. “Fewer” is used when talking about a number of things or objects, whereas “less” is used when talking about values. For example, “There are fewer blue cars than red cars” is correct, not “There are less blue cars than red cars.”","compare numbers of objects. It is important to ensure that children have clear understanding of new vocabulary such as “fewer”, “more” and “same”. They need to practise using the words in a variety of contexts in the same way that they need to practise working with numbers in a variety of contexts. In particular, the word “fewer” can be tricky, as many adults tend to incorrectly use the word “less” instead. “Fewer” is used when talking about a number of things or objects, whereas “less” is used when talking about values. For example, “There are fewer blue cars than red cars” is correct, not “There are less blue cars than red cars.”","compare numbers of objects. It is important to ensure that children have clear understanding of new vocabulary such as “fewer”, “more” and “same”. They need to practise using the words in a variety of contexts in the same way that they need to practise working with numbers in a variety of contexts. In particular, the word “fewer” can be tricky, as many adults tend to incorrectly use the word “less” instead. “Fewer” is used when talking about a number of things or objects, whereas “less” is used when talking about values. For example, “There are fewer blue cars than red cars” is correct, not “There are less blue cars than red cars.”",baseline,"Year 1_5-6_Autumn__Place value within 10_11_Fewer, more, same",year-1__5-6__autumn__blank__place-value-within-10__11__fewer-more-same,1,1,"Year 1_5-6_Autumn__Place value within 10_11_Fewer, more, same_recommendation_1",s8GyhZyjIQI,More and Less for Kids | Fun Math Comparison Activities with Answers | Tiny Tutors,More and Less for Kids | Fun Math Comparison Activities with Answers | Tiny Tutors,Tiny_Tutors_TV,00:05:06,00:05:06,0.7913,85.0,75.0,0.7927,"The transcript aligns well with the target objective by focusing on comparing groups of objects using the vocabulary 'more', 'less', and 'same'. It effectively engages young learners with practical examples that illustrate these concepts. However, it could improve by explicitly reinforcing the distinction between 'fewer' and 'less', as this is a crucial part of the objective.","The transcript effectively introduces the concepts of 'more' and 'less' through simple comparisons and examples, which is suitable for young learners. However, while it maintains focus on the core concepts, it could benefit from clearer definitions of 'fewer' and 'same,' as well as more engaging prompts to encourage student participation.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Place value within 10,11,11,11,"Fewer, more, same","Fewer, more, same","compare numbers of objects. It is important to ensure that children have clear understanding of new vocabulary such as “fewer”, “more” and “same”. They need to practise using the words in a variety of contexts in the same way that they need to practise working with numbers in a variety of contexts. In particular, the word “fewer” can be tricky, as many adults tend to incorrectly use the word “less” instead. “Fewer” is used when talking about a number of things or objects, whereas “less” is used when talking about values. For example, “There are fewer blue cars than red cars” is correct, not “There are less blue cars than red cars.”","compare numbers of objects. It is important to ensure that children have clear understanding of new vocabulary such as “fewer”, “more” and “same”. They need to practise using the words in a variety of contexts in the same way that they need to practise working with numbers in a variety of contexts. In particular, the word “fewer” can be tricky, as many adults tend to incorrectly use the word “less” instead. “Fewer” is used when talking about a number of things or objects, whereas “less” is used when talking about values. For example, “There are fewer blue cars than red cars” is correct, not “There are less blue cars than red cars.”","compare numbers of objects. It is important to ensure that children have clear understanding of new vocabulary such as “fewer”, “more” and “same”. They need to practise using the words in a variety of contexts in the same way that they need to practise working with numbers in a variety of contexts. In particular, the word “fewer” can be tricky, as many adults tend to incorrectly use the word “less” instead. “Fewer” is used when talking about a number of things or objects, whereas “less” is used when talking about values. For example, “There are fewer blue cars than red cars” is correct, not “There are less blue cars than red cars.”",baseline,"Year 1_5-6_Autumn__Place value within 10_11_Fewer, more, same",year-1__5-6__autumn__blank__place-value-within-10__11__fewer-more-same,2,2,"Year 1_5-6_Autumn__Place value within 10_11_Fewer, more, same_recommendation_2",s-6NyI0t2XE,EYFS Maths Week 1 Day 2 - More and Fewer Lesson 2,EYFS Maths Week 1 Day 2 - More and Fewer Lesson 2,Coombes_Media,00:05:14,00:05:14,0.6999,95.0,85.0,0.7875,"The transcript aligns closely with the target objective by focusing on the vocabulary of 'more' and 'fewer' through engaging examples of aliens on different planets. It effectively avoids drifting into broader objectives and is suitable for the age group, using concrete and pictorial resources to help young learners grasp the concepts clearly.","The transcript effectively introduces the concepts of 'more' and 'fewer' using engaging pictorial examples of aliens on planets, which is appropriate for young learners. The language is simple and age-appropriate, and the use of concrete counting and comparisons helps reinforce understanding. However, the explanation could benefit from slightly clearer definitions of 'more' and 'fewer' at the outset to enhance comprehension.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Place value within 10,11,11,11,"Fewer, more, same","Fewer, more, same","compare numbers of objects. It is important to ensure that children have clear understanding of new vocabulary such as “fewer”, “more” and “same”. They need to practise using the words in a variety of contexts in the same way that they need to practise working with numbers in a variety of contexts. In particular, the word “fewer” can be tricky, as many adults tend to incorrectly use the word “less” instead. “Fewer” is used when talking about a number of things or objects, whereas “less” is used when talking about values. For example, “There are fewer blue cars than red cars” is correct, not “There are less blue cars than red cars.”","compare numbers of objects. It is important to ensure that children have clear understanding of new vocabulary such as “fewer”, “more” and “same”. They need to practise using the words in a variety of contexts in the same way that they need to practise working with numbers in a variety of contexts. In particular, the word “fewer” can be tricky, as many adults tend to incorrectly use the word “less” instead. “Fewer” is used when talking about a number of things or objects, whereas “less” is used when talking about values. For example, “There are fewer blue cars than red cars” is correct, not “There are less blue cars than red cars.”","compare numbers of objects. It is important to ensure that children have clear understanding of new vocabulary such as “fewer”, “more” and “same”. They need to practise using the words in a variety of contexts in the same way that they need to practise working with numbers in a variety of contexts. In particular, the word “fewer” can be tricky, as many adults tend to incorrectly use the word “less” instead. “Fewer” is used when talking about a number of things or objects, whereas “less” is used when talking about values. For example, “There are fewer blue cars than red cars” is correct, not “There are less blue cars than red cars.”",baseline,"Year 1_5-6_Autumn__Place value within 10_11_Fewer, more, same",year-1__5-6__autumn__blank__place-value-within-10__11__fewer-more-same,3,3,"Year 1_5-6_Autumn__Place value within 10_11_Fewer, more, same_recommendation_3",ztLsl4WY-1E,"Grade 1 Math 2.5, Use pictures and subtraction to compare","Grade 1 Math 2.5, Use pictures and subtraction to compare",JoAnn's_School,00:06:21,00:06:21,0.7073,85.0,75.0,0.7465,"The transcript effectively introduces and reinforces the concepts of 'fewer', 'more', and 'same' through various examples and contexts suitable for young learners. However, it occasionally drifts into broader subtraction concepts, which may distract from the primary focus on comparing quantities, particularly for those new to the topic.","The transcript effectively introduces the concept of 'fewer' through relatable examples and visual matching, which is suitable for young learners. However, it occasionally introduces multiple concepts (like addition and subtraction) within the same context, which may distract from the primary focus on comparing quantities. Simplifying language and reinforcing the core vocabulary could enhance clarity.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Place value within 10,12,12,12,"Less than, greater than, equal to","Less than, greater than, equal to","move on from describing whether there are “fewer”, “more” or the “same” number of objects to comparing numerical values using the vocabulary “less than”, “greater than” or “equal to” alongside the symbols <, > and =. Number tracks are particularly useful in this step and children will begin to see that smaller numbers are to the left of greater numbers. Concrete resources can also be used, but make sure that children do not get confused with the previous step, where they were using words to describe sets of objects. It needs to be clear that they are now comparing the numbers not the objects.","move on from describing whether there are “fewer”, “more” or the “same” number of objects to comparing numerical values using the vocabulary “less than”, “greater than” or “equal to” alongside the symbols <, > and =. Number tracks are particularly useful in this step and children will begin to see that smaller numbers are to the left of greater numbers. Concrete resources can also be used, but make sure that children do not get confused with the previous step, where they were using words to describe sets of objects. It needs to be clear that they are now comparing the numbers not the objects.","move on from describing whether there are “fewer”, “more” or the “same” number of objects to comparing numerical values using the vocabulary “less than”, “greater than” or “equal to” alongside the symbols <, > and =. Number tracks are particularly useful in this step and children will begin to see that smaller numbers are to the left of greater numbers. Concrete resources can also be used, but make sure that children do not get confused with the previous step, where they were using words to describe sets of objects. It needs to be clear that they are now comparing the numbers not the objects.",baseline,"Year 1_5-6_Autumn__Place value within 10_12_Less than, greater than, equal to",year-1__5-6__autumn__blank__place-value-within-10__12__less-than-greater-than-equal-to,1,1,"Year 1_5-6_Autumn__Place value within 10_12_Less than, greater than, equal to_recommendation_1",X_iOwM1gHpE,Comparing Quantities | Maths for Kids | Comparing numbers | #PantsBear,Comparing Quantities | Maths for Kids | Comparing numbers | #PantsBear,Pants_Bear_Kids_-_Cartoons,00:02:51,00:02:51,0.8243,85.0,85.0,0.8359,"The transcript aligns well with the target objective by introducing the concepts of greater than, less than, and equal to using appropriate vocabulary and symbols. However, it begins with comparing quantities of objects rather than focusing solely on numerical values, which could lead to some confusion for learners new to the topic.","The transcript effectively introduces the concepts of greater than, less than, and equal to using relatable examples with berries and apples, which is suitable for young learners. The use of the crocodile analogy to explain the symbols is engaging and memorable, though some terms like 'comparing quantities' could be simplified further to enhance understanding.",69b4e62b366609314355839d655efc3f31370abb
